origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"Myrtle Beach, SC","Islip, NY",17,1,18,0,36,45,6,188
"Myrtle Beach, SC","Kansas City, MO",5,0,3,0,5,6,0,9
"Myrtle Beach, SC","Latrobe, PA",13,2,12,0,13,25,6,245
"Myrtle Beach, SC","Lexington, KY",0,2,3,0,5,6,0,22
"Myrtle Beach, SC","Louisville, KY",2,0,1,0,0,2,0,10
"Myrtle Beach, SC","Minneapolis, MN",11,2,11,0,22,32,1,161
"Myrtle Beach, SC","Nashville, TN",46,1,26,1,92,100,2,586
"Myrtle Beach, SC","New York, NY",45,6,114,0,78,179,31,1277
"Myrtle Beach, SC","Newark, NJ",54,4,200,0,81,246,52,1243
"Myrtle Beach, SC","Newburgh/Poughkeepsie, NY",9,2,14,0,15,18,4,146
"Myrtle Beach, SC","Orlando, FL",22,1,54,1,36,79,13,355
"Myrtle Beach, SC","Philadelphia, PA",36,6,37,0,70,97,25,553
"Myrtle Beach, SC","Pittsburgh, PA",30,3,41,0,56,78,9,346
"Myrtle Beach, SC","Rochester, NY",2,0,1,0,1,4,2,48
"Myrtle Beach, SC","St. Louis, MO",5,0,2,0,7,8,0,52
"Myrtle Beach, SC","Syracuse, NY",3,0,3,0,0,5,0,38
"Myrtle Beach, SC","Washington, DC",41,9,85,0,97,136,15,621
"Nantucket, MA","Boston, MA",16,0,27,0,26,45,7,209
"Nantucket, MA","Charlotte, NC",2,0,2,0,2,2,0,11
"Nantucket, MA","Chicago, IL",8,0,6,0,8,12,1,38
"Nantucket, MA","New York, NY",66,2,110,4,93,162,57,809
"Nantucket, MA","Philadelphia, PA",3,0,20,0,15,22,8,75
"Nantucket, MA","Washington, DC",24,0,41,1,52,66,9,301
"Nantucket, MA","White Plains, NY",11,0,16,3,26,36,10,232
"Nashville, TN","Akron, OH",2,1,5,0,5,6,2,64
"Nashville, TN","Albany, NY",10,2,6,0,3,16,2,108
"Nashville, TN","Allentown/Bethlehem/Easton, PA",13,1,6,0,9,17,1,105
"Nashville, TN","Appleton, WI",6,2,8,0,11,15,2,136
"Nashville, TN","Atlanta, GA",139,38,251,0,286,460,32,3700
"Nashville, TN","Austin, TX",371,41,296,0,297,575,17,3065
"Nashville, TN","Baltimore, MD",195,9,98,0,237,308,22,1962
"Nashville, TN","Birmingham, AL",6,0,4,0,4,8,0,54
"Nashville, TN","Boston, MA",272,21,336,1,328,580,39,2767
"Nashville, TN","Bozeman, MT",6,1,2,0,2,8,4,129
"Nashville, TN","Buffalo, NY",26,0,5,0,25,35,0,240
"Nashville, TN","Burbank, CA",56,0,59,0,55,86,1,390
"Nashville, TN","Cedar Rapids/Iowa City, IA",6,1,4,0,12,15,3,88
"Nashville, TN","Charleston, SC",77,4,47,0,98,132,5,747
"Nashville, TN","Charlotte, NC",438,54,607,3,643,963,50,3674
"Nashville, TN","Chicago, IL",611,47,578,3,637,1160,91,6642
"Nashville, TN","Cincinnati, OH",27,0,16,0,29,39,1,210
"Nashville, TN","Cleveland, OH",108,5,43,0,118,156,6,757
"Nashville, TN","Columbus, OH",79,2,30,0,104,134,8,753
"Nashville, TN","Dallas, TX",262,11,224,0,345,477,29,2412
"Nashville, TN","Dallas/Fort Worth, TX",519,56,535,2,651,967,110,3587
"Nashville, TN","Denver, CO",364,23,343,1,451,708,39,4056
"Nashville, TN","Des Moines, IA",10,2,16,0,28,37,5,199
"Nashville, TN","Detroit, MI",158,15,132,0,232,331,20,2247
"Nashville, TN","Fargo, ND",13,2,12,0,13,22,1,110
"Nashville, TN","Fayetteville, AR",8,3,5,0,5,12,1,107
"Nashville, TN","Flint, MI",9,3,5,1,10,18,1,142
"Nashville, TN","Fort Lauderdale, FL",224,12,229,2,243,402,31,2026
"Nashville, TN","Fort Myers, FL",90,4,71,0,101,152,8,617
"Nashville, TN","Grand Rapids, MI",9,2,15,0,25,32,1,215
"Nashville, TN","Greer, SC",32,3,19,0,40,51,1,211
"Nashville, TN","Harrisburg, PA",9,2,6,0,12,16,1,95
"Nashville, TN","Hartford, CT",42,1,16,0,44,55,0,372
"Nashville, TN","Hayden, CO",2,0,3,0,2,4,0,15
"Nashville, TN","Houston, TX",346,29,362,0,363,656,54,3732
"Nashville, TN","Jacksonville, FL",92,11,75,0,144,178,10,966
"Nashville, TN","Kansas City, MO",96,7,60,0,140,182,9,1255
"Nashville, TN","Key West, FL",0,0,0,0,0,0,0,2
"Nashville, TN","Las Vegas, NV",250,9,195,4,274,402,12,2046
"Nashville, TN","Long Beach, CA",45,0,17,0,41,54,1,369
"Nashville, TN","Los Angeles, CA",267,16,185,0,180,371,21,2106
"Nashville, TN","Melbourne, FL",2,1,4,0,1,7,0,38
"Nashville, TN","Miami, FL",338,26,309,6,319,576,47,2531
"Nashville, TN","Milwaukee, WI",69,4,32,0,122,141,6,772
"Nashville, TN","Minneapolis, MN",81,12,87,0,133,199,11,1627
"Nashville, TN","Myrtle Beach, SC",66,4,43,0,74,98,2,586
"Nashville, TN","New Orleans, LA",129,6,91,0,165,234,8,1322
"Nashville, TN","New York, NY",573,112,631,4,541,1111,142,6592
"Nashville, TN","Newark, NJ",136,16,240,1,139,357,57,1998
"Nashville, TN","Norfolk, VA",45,3,24,0,40,58,0,422
"Nashville, TN","Oakland, CA",54,3,30,0,58,77,0,270
"Nashville, TN","Oklahoma City, OK",20,1,13,0,28,36,0,234
"Nashville, TN","Omaha, NE",13,1,4,0,17,19,2,240
"Nashville, TN","Ontario, CA",24,0,10,0,16,29,0,187
"Nashville, TN","Orlando, FL",292,15,366,0,340,581,48,2907
"Nashville, TN","Panama City, FL",112,4,67,0,138,184,5,1049
"Nashville, TN","Pensacola, FL",80,4,41,0,125,151,2,888
"Nashville, TN","Peoria, IL",5,3,7,0,2,10,1,108
"Nashville, TN","Philadelphia, PA",340,34,341,1,441,641,39,2795
"Nashville, TN","Phoenix, AZ",301,16,198,4,297,443,15,2259
"Nashville, TN","Pittsburgh, PA",72,9,50,0,123,161,5,941
"Nashville, TN","Portland, ME",6,0,2,0,9,8,0,108
"Nashville, TN","Portland, OR",3,5,10,0,17,23,0,292
"Nashville, TN","Providence, RI",4,1,2,0,0,6,0,76
"Nashville, TN","Provo, UT",8,1,7,0,8,15,1,101
"Nashville, TN","Punta Gorda, FL",14,3,14,0,5,26,5,144
"Nashville, TN","Raleigh/Durham, NC",186,21,157,2,317,401,20,2331
"Nashville, TN","Richmond, VA",25,2,16,0,27,38,0,318
"Nashville, TN","Rockford, IL",2,0,0,0,0,2,0,50
"Nashville, TN","Sacramento, CA",43,1,31,1,41,54,0,225
"Nashville, TN","Salt Lake City, UT",56,8,46,0,51,102,7,1012
"Nashville, TN","San Antonio, TX",59,3,50,0,86,122,5,745
"Nashville, TN","San Diego, CA",125,6,99,0,144,201,2,875
"Nashville, TN","San Francisco, CA",87,6,128,0,73,187,23,623
"Nashville, TN","San Jose, CA",56,2,38,0,65,86,1,286
"Nashville, TN","San Juan, PR",9,0,8,0,7,12,0,48
"Nashville, TN","Sanford, FL",15,4,21,0,13,33,1,147
"Nashville, TN","Santa Ana, CA",2,0,3,0,1,3,1,18
"Nashville, TN","Sarasota/Bradenton, FL",38,4,46,0,66,96,22,643
"Nashville, TN","Savannah, GA",56,4,64,0,80,125,4,713
"Nashville, TN","Seattle, WA",77,12,150,2,65,213,14,1312
"Nashville, TN","Sioux Falls, SD",9,4,5,0,4,17,3,119
"Nashville, TN","St. Louis, MO",93,3,44,0,135,169,7,1219
"Nashville, TN","St. Petersburg, FL",12,6,15,0,11,27,2,111
"Nashville, TN","Syracuse, NY",11,3,19,0,10,33,3,165
"Nashville, TN","Tampa, FL",252,16,208,0,342,451,56,2274
"Nashville, TN","Valparaiso, FL",65,6,31,0,117,132,3,875
"Nashville, TN","Washington, DC",390,52,494,1,450,843,62,5146
"New Bern/Morehead/Beaufort, NC","Charlotte, NC",7,2,3,0,14,17,4,51
"New Orleans, LA","Atlanta, GA",344,53,455,5,451,794,43,4604
"New Orleans, LA","Austin, TX",209,23,237,3,300,401,10,1538
"New Orleans, LA","Baltimore, MD",140,12,125,3,172,230,14,1173
"New Orleans, LA","Boston, MA",99,7,121,0,113,204,16,897
"New Orleans, LA","Burbank, CA",44,3,44,0,32,59,1,191
"New Orleans, LA","Charlotte, NC",191,44,189,0,266,382,27,1862
"New Orleans, LA","Chicago, IL",259,26,241,4,282,481,27,2845
"New Orleans, LA","Cincinnati, OH",7,9,7,0,4,18,1,90
"New Orleans, LA","Cleveland, OH",7,0,11,0,12,18,3,43
"New Orleans, LA","Columbus, OH",7,1,6,0,12,13,1,36
"New Orleans, LA","Dallas, TX",315,16,260,3,400,535,29,2263
"New Orleans, LA","Dallas/Fort Worth, TX",367,97,483,4,585,866,61,3027
"New Orleans, LA","Denver, CO",269,21,249,3,270,469,42,2347
"New Orleans, LA","Detroit, MI",64,9,51,1,88,126,4,803
"New Orleans, LA","Fort Lauderdale, FL",169,11,192,2,229,339,30,1470
"New Orleans, LA","Houston, TX",473,62,440,2,603,903,121,5164
"New Orleans, LA","Indianapolis, IN",4,0,7,0,7,9,2,34
"New Orleans, LA","Kansas City, MO",31,4,17,1,44,45,1,379
"New Orleans, LA","Las Vegas, NV",175,6,163,1,165,267,4,1040
"New Orleans, LA","Long Beach, CA",9,1,9,0,7,10,0,26
"New Orleans, LA","Los Angeles, CA",211,19,158,3,148,270,19,1646
"New Orleans, LA","Miami, FL",204,31,214,2,219,396,34,1799
"New Orleans, LA","Minneapolis, MN",20,5,14,0,35,51,4,367
"New Orleans, LA","Nashville, TN",130,9,73,3,184,218,10,1319
"New Orleans, LA","New York, NY",315,26,260,2,348,544,30,2587
"New Orleans, LA","Newark, NJ",89,15,122,1,78,206,30,1456
"New Orleans, LA","Oakland, CA",2,0,1,0,2,2,0,4
"New Orleans, LA","Orlando, FL",259,24,264,2,382,521,47,2497
"New Orleans, LA","Philadelphia, PA",102,22,99,1,138,221,19,1053
"New Orleans, LA","Phoenix, AZ",130,10,95,1,123,179,3,759
"New Orleans, LA","Raleigh/Durham, NC",8,0,6,0,15,19,3,78
"New Orleans, LA","Salt Lake City, UT",25,4,27,0,37,54,2,372
"New Orleans, LA","San Antonio, TX",59,4,51,0,84,97,0,365
"New Orleans, LA","San Diego, CA",108,5,79,0,93,126,1,328
"New Orleans, LA","San Francisco, CA",53,4,127,0,47,163,3,527
"New Orleans, LA","San Juan, PR",8,0,10,0,4,13,2,100
"New Orleans, LA","Seattle, WA",52,7,107,3,75,156,5,703
"New Orleans, LA","St. Louis, MO",58,3,34,1,91,114,4,711
"New Orleans, LA","Tampa, FL",129,6,109,0,188,259,30,1211
"New Orleans, LA","Washington, DC",261,49,195,1,321,473,42,2459
"New York, NY","Aguadilla, PR",177,2,122,5,106,221,10,628
"New York, NY","Albany, NY",49,3,35,1,72,103,22,654
"New York, NY","Albuquerque, NM",92,0,50,0,50,100,4,259
"New York, NY","Anchorage, AK",4,0,10,1,0,11,0,68
"New York, NY","Asheville, NC",51,3,60,0,54,105,22,977
"New York, NY","Atlanta, GA",1491,38,1151,3,1068,2229,124,11643
"New York, NY","Augusta, GA",3,0,6,0,2,8,0,29
"New York, NY","Austin, TX",279,9,313,2,174,470,37,2399
"New York, NY","Baltimore, MD",32,2,57,0,61,93,29,596
"New York, NY","Bangor, ME",98,12,73,0,118,197,58,1415
"New York, NY","Binghamton, NY",0,0,1,0,1,1,1,8
"New York, NY","Birmingham, AL",76,4,72,0,92,149,34,1034
"New York, NY","Boston, MA",1356,57,1448,3,1293,2559,296,13358
"New York, NY","Bozeman, MT",11,2,10,0,2,19,1,71
"New York, NY","Buffalo, NY",634,31,429,2,531,930,162,4851
"New York, NY","Burbank, CA",119,1,72,0,63,132,5,300
"New York, NY","Burlington, VT",122,18,127,0,137,264,51,1692
"New York, NY","Charleston, SC",352,11,327,2,278,583,104,3368
"New York, NY","Charlotte Amalie, VI",56,8,70,0,12,100,2,543
"New York, NY","Charlotte, NC",829,74,1017,15,1030,1764,236,9661
"New York, NY","Charlottesville, VA",87,2,111,0,112,203,48,1381
"New York, NY","Chattanooga, TN",4,0,6,0,8,14,0,63
"New York, NY","Chicago, IL",1575,168,1737,8,1496,3038,369,16147
"New York, NY","Cincinnati, OH",285,27,399,2,415,711,107,4626
"New York, NY","Cleveland, OH",322,42,349,2,350,670,129,4574
"New York, NY","Columbia, SC",74,6,82,0,86,134,27,849
"New York, NY","Columbus, OH",263,27,357,2,289,594,81,4754
"New York, NY","Dallas, TX",160,6,141,2,183,268,23,1356
"New York, NY","Dallas/Fort Worth, TX",849,95,1090,10,866,1759,168,8372
"New York, NY","Dayton, OH",35,3,37,0,38,74,16,542
"New York, NY","Daytona Beach, FL",0,0,0,0,0,0,0,2
"New York, NY","Denver, CO",717,40,598,7,574,1142,76,6130
"New York, NY","Des Moines, IA",69,5,82,0,91,151,36,960
"New York, NY","Detroit, MI",449,26,577,13,565,1009,91,5877
"New York, NY","Eagle, CO",8,2,6,0,1,11,2,105
"New York, NY","Fayetteville, AR",57,2,94,2,61,139,14,963
"New York, NY","Fort Lauderdale, FL",1437,39,1307,25,1016,2144,174,8555
"New York, NY","Fort Myers, FL",323,11,330,0,181,503,55,2305
"New York, NY","Grand Rapids, MI",83,10,92,0,104,182,40,1174
"New York, NY","Greensboro/High Point, NC",113,15,157,1,151,275,56,1977
"New York, NY","Greer, SC",114,7,135,0,166,256,43,1644
"New York, NY","Hartford, CT",20,0,16,0,32,46,12,235
"New York, NY","Hilton Head, SC",18,1,19,0,5,28,2,189
"New York, NY","Honolulu, HI",120,8,46,0,29,152,4,703
"New York, NY","Houston, TX",683,46,676,7,435,1111,100,5713
"New York, NY","Hyannis, MA",28,0,19,0,21,36,8,195
"New York, NY","Indianapolis, IN",297,27,428,0,396,718,112,4820
"New York, NY","Ithaca/Cortland, NY",39,5,54,0,66,107,25,727
"New York, NY","Jacksonville, FL",348,11,284,2,228,514,81,3053
"New York, NY","Kansas City, MO",255,22,224,1,210,417,67,2682
"New York, NY","Key West, FL",14,4,46,0,13,56,6,354
"New York, NY","Knoxville, TN",88,4,107,0,96,188,39,1357
"New York, NY","Las Vegas, NV",344,11,375,1,164,584,28,3355
"New York, NY","Little Rock, AR",65,4,72,0,71,124,16,612
"New York, NY","Los Angeles, CA",984,58,1078,4,410,1638,39,9916
"New York, NY","Louisville, KY",81,8,94,0,77,175,29,1581
"New York, NY","Madison, WI",42,3,46,0,46,90,19,577
"New York, NY","Martha's Vineyard, MA",94,5,86,0,77,141,32,726
"New York, NY","Memphis, TN",120,6,131,1,128,233,48,1568
"New York, NY","Miami, FL",1399,75,1607,32,1123,2511,221,11148
"New York, NY","Milwaukee, WI",266,37,174,0,92,359,51,2137
"New York, NY","Minneapolis, MN",268,16,297,0,200,493,42,3472
"New York, NY","Myrtle Beach, SC",80,8,81,0,64,151,36,1275
"New York, NY","Nantucket, MA",95,17,81,0,50,141,29,809
"New York, NY","Nashville, TN",617,89,502,3,429,1065,168,6583
"New York, NY","New Orleans, LA",341,10,279,3,218,527,26,2583
"New York, NY","New York, NY",1,0,0,0,0,1,0,1
"New York, NY","Norfolk, VA",176,19,272,3,253,448,109,3169
"New York, NY","Oklahoma City, OK",110,28,135,0,64,211,32,1016
"New York, NY","Omaha, NE",145,29,127,0,69,240,40,1441
"New York, NY","Ontario, CA",56,3,38,0,37,75,5,300
"New York, NY","Orlando, FL",1450,38,1282,27,1093,2265,202,9508
"New York, NY","Palm Springs, CA",15,0,19,0,17,31,14,239
"New York, NY","Pensacola, FL",26,2,20,0,16,42,3,244
"New York, NY","Philadelphia, PA",52,12,128,0,60,181,42,1375
"New York, NY","Phoenix, AZ",302,11,287,4,210,472,30,2664
"New York, NY","Pittsburgh, PA",288,23,358,1,416,692,131,5012
"New York, NY","Ponce, PR",100,4,44,1,58,109,6,266
"New York, NY","Portland, ME",225,8,208,0,231,403,86,2496
"New York, NY","Portland, OR",98,2,123,0,73,195,23,952
"New York, NY","Providence, RI",30,1,22,0,40,57,10,409
"New York, NY","Raleigh/Durham, NC",724,42,704,4,833,1392,212,8075
"New York, NY","Reno, NV",31,3,22,0,17,37,4,122
"New York, NY","Richmond, VA",168,9,244,0,237,424,85,2835
"New York, NY","Roanoke, VA",34,2,83,0,63,117,22,639
"New York, NY","Rochester, NY",367,12,252,1,362,557,110,2703
"New York, NY","Sacramento, CA",83,5,52,1,44,105,2,300
"New York, NY","Salt Lake City, UT",233,8,198,2,126,353,14,1961
"New York, NY","San Antonio, TX",86,2,103,0,28,137,6,659
"New York, NY","San Diego, CA",164,12,274,2,115,370,27,2396
"New York, NY","San Francisco, CA",525,25,1098,3,351,1424,60,6457
"New York, NY","San Jose, CA",22,0,20,0,10,25,0,34
"New York, NY","San Juan, PR",772,21,590,6,424,1006,36,3725
"New York, NY","Santa Ana, CA",9,4,25,0,5,31,1,362
"New York, NY","Sarasota/Bradenton, FL",139,3,124,2,83,213,31,1072
"New York, NY","Savannah, GA",223,6,261,4,218,443,74,2538
"New York, NY","Seattle, WA",286,14,333,3,174,518,50,2935
"New York, NY","South Bend, IN",1,0,3,0,3,4,0,23
"New York, NY","St. Louis, MO",320,10,240,0,321,533,104,3732
"New York, NY","Syracuse, NY",250,35,202,2,179,428,78,2502
"New York, NY","Tampa, FL",696,19,603,3,537,1081,102,4621
"New York, NY","Traverse City, MI",7,0,7,0,4,12,2,116
"New York, NY","Tulsa, OK",42,5,54,0,45,87,12,424
"New York, NY","Washington, DC",551,65,803,2,630,1331,213,8833
"New York, NY","West Palm Beach/Palm Beach, FL",818,22,762,3,563,1271,90,5020
"New York, NY","Wilmington, NC",103,6,153,0,138,254,56,1665
"New York, NY","Worcester, MA",37,5,34,0,45,80,22,659
"Newark, NJ","Aguadilla, PR",81,6,72,0,45,109,7,366
"Newark, NJ","Albany, NY",6,2,6,0,7,12,4,134
"Newark, NJ","Anchorage, AK",15,7,15,0,16,29,2,103
"Newark, NJ","Appleton, WI",0,0,0,0,0,0,1,48
"Newark, NJ","Asheville, NC",41,3,69,0,46,94,36,629
"Newark, NJ","Atlanta, GA",795,80,815,4,746,1394,108,6051
"Newark, NJ","Austin, TX",254,7,214,0,197,378,46,1828
"Newark, NJ","Bangor, ME",62,6,102,0,65,136,38,681
"Newark, NJ","Boston, MA",494,55,616,3,554,1051,130,4362
"Newark, NJ","Bozeman, MT",27,1,15,0,25,40,3,308
"Newark, NJ","Buffalo, NY",98,6,73,0,105,166,33,781
"Newark, NJ","Burlington, VT",112,9,85,0,120,197,20,948
"Newark, NJ","Charleston, SC",126,9,116,0,112,215,30,1425
"Newark, NJ","Charlotte Amalie, VI",22,1,28,0,13,37,0,249
"Newark, NJ","Charlotte, NC",558,34,464,6,556,866,89,3893
"Newark, NJ","Chicago, IL",914,67,918,9,836,1515,148,6104
"Newark, NJ","Cincinnati, OH",149,12,187,1,256,345,54,1748
"Newark, NJ","Cleveland, OH",227,16,203,0,222,378,47,1936
"Newark, NJ","Columbus, OH",137,10,173,0,139,276,53,2005
"Newark, NJ","Dallas/Fort Worth, TX",479,50,460,2,365,752,76,3569
"Newark, NJ","Denver, CO",453,22,326,1,372,670,87,3103
"Newark, NJ","Des Moines, IA",3,0,13,0,12,16,2,89
"Newark, NJ","Detroit, MI",351,31,345,5,359,651,80,3328
"Newark, NJ","Eagle, CO",17,2,10,0,14,26,1,112
"Newark, NJ","Fort Lauderdale, FL",749,51,812,4,608,1238,141,5263
"Newark, NJ","Fort Myers, FL",273,14,249,0,259,441,69,1998
"Newark, NJ","Grand Rapids, MI",57,7,78,0,44,122,28,898
"Newark, NJ","Greensboro/High Point, NC",38,4,44,1,39,80,27,524
"Newark, NJ","Greer, SC",78,6,73,0,74,140,38,971
"Newark, NJ","Harrisburg, PA",13,1,5,0,9,17,1,166
"Newark, NJ","Hayden, CO",4,0,5,0,3,7,0,74
"Newark, NJ","Hilton Head, SC",13,3,16,0,2,23,6,210
"Newark, NJ","Honolulu, HI",30,0,17,0,8,36,1,136
"Newark, NJ","Houston, TX",577,39,539,1,415,875,89,3763
"Newark, NJ","Indianapolis, IN",216,15,222,2,167,354,67,2283
"Newark, NJ","Ithaca/Cortland, NY",2,1,8,0,2,8,4,83
"Newark, NJ","Jackson, WY",48,5,40,0,36,72,11,227
"Newark, NJ","Jacksonville, FL",160,6,130,0,124,232,19,1305
"Newark, NJ","Kahului, HI",1,0,0,0,0,1,0,3
"Newark, NJ","Kansas City, MO",91,4,85,0,81,151,17,572
"Newark, NJ","Key West, FL",47,1,79,0,24,104,12,508
"Newark, NJ","Knoxville, TN",5,0,18,0,17,23,1,154
"Newark, NJ","Las Vegas, NV",381,25,417,2,279,641,59,3162
"Newark, NJ","Los Angeles, CA",741,61,713,14,490,1230,111,5556
"Newark, NJ","Louisville, KY",77,4,92,0,82,151,29,1017
"Newark, NJ","Madison, WI",51,5,46,0,57,93,18,356
"Newark, NJ","Manchester, NH",1,0,0,0,2,2,1,38
"Newark, NJ","Memphis, TN",67,4,63,0,74,114,10,477
"Newark, NJ","Miami, FL",632,40,596,6,482,993,128,4202
"Newark, NJ","Milwaukee, WI",55,5,65,1,54,110,42,846
"Newark, NJ","Minneapolis, MN",281,35,243,0,283,496,30,2282
"Newark, NJ","Montrose/Delta, CO",12,0,3,0,7,13,0,90
"Newark, NJ","Myrtle Beach, SC",88,8,145,0,74,194,32,1245
"Newark, NJ","Nashville, TN",233,10,255,3,234,430,45,1999
"Newark, NJ","New Orleans, LA",142,6,146,2,116,241,28,1455
"Newark, NJ","Norfolk, VA",114,4,84,0,92,169,41,942
"Newark, NJ","Oakland, CA",20,4,38,0,9,44,10,144
"Newark, NJ","Omaha, NE",0,0,0,0,0,0,0,2
"Newark, NJ","Orlando, FL",841,43,863,9,680,1417,195,6563
"Newark, NJ","Philadelphia, PA",12,1,2,0,14,22,3,267
"Newark, NJ","Phoenix, AZ",374,24,263,3,306,537,32,2709
"Newark, NJ","Pittsburgh, PA",177,16,227,2,171,367,84,2476
"Newark, NJ","Portland, ME",113,8,110,0,110,186,33,993
"Newark, NJ","Portland, OR",80,11,108,2,93,170,16,837
"Newark, NJ","Providence, RI",11,0,11,0,10,19,1,130
"Newark, NJ","Raleigh/Durham, NC",308,25,328,0,374,588,62,2642
"Newark, NJ","Reno, NV",0,0,0,0,0,0,0,1
"Newark, NJ","Richmond, VA",6,0,8,0,2,9,2,87
"Newark, NJ","Rochester, NY",87,6,48,0,88,139,14,534
"Newark, NJ","Sacramento, CA",55,6,70,0,49,92,8,284
"Newark, NJ","Salt Lake City, UT",129,25,121,0,121,226,20,1215
"Newark, NJ","San Antonio, TX",78,3,67,0,55,118,9,840
"Newark, NJ","San Diego, CA",196,15,216,4,210,381,30,1629
"Newark, NJ","San Francisco, CA",630,34,649,5,423,1093,91,4012
"Newark, NJ","San Juan, PR",427,30,397,4,238,622,30,2252
"Newark, NJ","Santa Ana, CA",95,5,72,0,75,138,11,1096
"Newark, NJ","Sarasota/Bradenton, FL",110,8,106,0,110,186,35,939
"Newark, NJ","Savannah, GA",94,6,92,0,102,178,17,937
"Newark, NJ","Seattle, WA",206,19,277,13,225,444,44,2025
"Newark, NJ","South Bend, IN",0,0,0,0,0,0,0,10
"Newark, NJ","St. Louis, MO",129,8,112,0,121,208,18,1051
"Newark, NJ","Syracuse, NY",48,1,49,0,51,93,22,590
"Newark, NJ","Tampa, FL",386,19,323,1,328,617,114,2960
"Newark, NJ","Valparaiso, FL",6,0,12,0,12,17,0,97
"Newark, NJ","Washington, DC",244,16,215,1,181,370,33,1472
"Newark, NJ","West Palm Beach/Palm Beach, FL",449,21,442,1,397,766,112,3452
"Newark, NJ","Wilmington, NC",14,0,10,0,17,26,4,128
"Newburgh/Poughkeepsie, NY","Fort Lauderdale, FL",2,0,2,0,3,3,0,14
"Newburgh/Poughkeepsie, NY","Myrtle Beach, SC",14,5,19,0,22,29,4,146
"Newburgh/Poughkeepsie, NY","Punta Gorda, FL",9,1,15,0,14,23,1,88
"Newburgh/Poughkeepsie, NY","Sanford, FL",6,3,8,0,13,17,0,69
"Newburgh/Poughkeepsie, NY","St. Petersburg, FL",7,3,13,0,9,20,2,108
"Niagara Falls, NY","Punta Gorda, FL",27,5,33,0,25,54,2,188
"Niagara Falls, NY","Sanford, FL",12,0,14,0,15,23,2,77
"Niagara Falls, NY","St. Petersburg, FL",14,4,26,0,16,35,4,118
"Nome, AK","Anchorage, AK",24,1,46,6,46,58,7,303
"Nome, AK","Kotzebue, AK",2,1,6,0,8,10,6,62
"Norfolk, VA","Atlanta, GA",282,27,185,1,259,446,29,2501
"Norfolk, VA","Baltimore, MD",160,4,86,0,204,249,5,1534
"Norfolk, VA","Boston, MA",30,8,87,1,45,110,11,412
"Norfolk, VA","Charlotte, NC",177,38,267,2,417,534,31,2696
"Norfolk, VA","Chicago, IL",187,13,126,0,136,275,16,1757
"Norfolk, VA","Cincinnati, OH",4,2,6,0,6,7,1,24
"Norfolk, VA","Dallas, TX",20,2,14,1,23,26,0,82
"Norfolk, VA","Dallas/Fort Worth, TX",117,19,115,1,145,236,31,998
"Norfolk, VA","Denver, CO",64,1,65,0,40,105,8,566
"Norfolk, VA","Detroit, MI",90,24,34,0,40,134,3,833
"Norfolk, VA","Fort Lauderdale, FL",40,2,59,0,49,87,15,410
"Norfolk, VA","Fort Myers, FL",3,0,5,0,0,6,2,30
"Norfolk, VA","Houston, TX",27,0,31,0,1,48,7,366
"Norfolk, VA","Jacksonville, FL",2,1,6,0,9,12,0,42
"Norfolk, VA","Miami, FL",52,8,54,2,38,100,7,560
"Norfolk, VA","Minneapolis, MN",31,1,30,0,37,51,1,195
"Norfolk, VA","Nashville, TN",56,4,20,0,71,76,0,416
"Norfolk, VA","New York, NY",239,55,409,3,225,574,101,3169
"Norfolk, VA","Newark, NJ",79,15,130,0,63,183,45,943
"Norfolk, VA","Orlando, FL",87,11,128,2,132,201,9,745
"Norfolk, VA","Philadelphia, PA",66,6,59,1,34,116,7,743
"Norfolk, VA","San Juan, PR",4,0,6,0,9,9,1,27
"Norfolk, VA","Sanford, FL",7,0,5,0,12,17,2,65
"Norfolk, VA","St. Louis, MO",4,0,0,0,4,4,0,17
"Norfolk, VA","St. Petersburg, FL",5,4,8,0,4,13,0,22
"Norfolk, VA","Tampa, FL",3,1,6,0,0,7,0,44
"Norfolk, VA","Washington, DC",122,16,193,0,155,301,27,1923
"North Bend/Coos Bay, OR","Denver, CO",5,1,4,0,5,13,0,45
"North Bend/Coos Bay, OR","San Francisco, CA",16,7,54,0,29,91,4,300
"North Platte, NE","Denver, CO",35,6,39,0,36,85,12,628
"Oakland, CA","Albuquerque, NM",48,1,20,1,63,78,1,346
"Oakland, CA","Atlanta, GA",19,1,19,0,19,28,4,157
"Oakland, CA","Austin, TX",41,0,26,1,20,51,1,365
"Oakland, CA","Baltimore, MD",29,0,22,2,17,41,1,289
"Oakland, CA","Bellingham, WA",23,0,15,1,28,40,2,304
"Oakland, CA","Boise, ID",93,0,36,0,102,139,2,668
"Oakland, CA","Burbank, CA",244,6,113,1,333,461,35,3243
"Oakland, CA","Chicago, IL",104,0,43,1,84,122,4,664
"Oakland, CA","Dallas, TX",85,3,72,1,56,122,3,653
"Oakland, CA","Denver, CO",196,2,115,0,198,289,11,1879
"Oakland, CA","Detroit, MI",0,0,0,0,0,0,0,1
"Oakland, CA","Eugene, OR",64,0,25,0,84,98,11,495
"Oakland, CA","Honolulu, HI",153,2,72,1,55,185,7,1089
"Oakland, CA","Houston, TX",52,1,32,0,27,64,3,478
"Oakland, CA","Idaho Falls, ID",1,0,2,0,1,2,1,22
