month,origin_city,dest_city,is_late,cancelled,flight_number
4,"New York, NY","San Francisco, CA",164,2,512
4,"New York, NY","San Jose, CA",21,0,30
4,"New York, NY","San Juan, PR",63,2,295
4,"New York, NY","Santa Ana, CA",0,0,30
4,"New York, NY","Sarasota/Bradenton, FL",21,1,90
4,"New York, NY","Savannah, GA",35,3,206
4,"New York, NY","Seattle, WA",36,1,253
4,"New York, NY","St. Louis, MO",38,3,317
4,"New York, NY","Syracuse, NY",21,3,194
4,"New York, NY","Tampa, FL",62,6,390
4,"New York, NY","Tulsa, OK",2,1,26
4,"New York, NY","Washington, DC",103,7,725
4,"New York, NY","West Palm Beach/Palm Beach, FL",71,8,399
4,"New York, NY","Wilmington, NC",14,1,105
4,"New York, NY","Worcester, MA",3,3,56
4,"Newark, NJ","Aguadilla, PR",5,0,30
4,"Newark, NJ","Albany, NY",1,2,30
4,"Newark, NJ","Asheville, NC",4,1,38
4,"Newark, NJ","Atlanta, GA",98,2,503
4,"Newark, NJ","Austin, TX",35,3,157
4,"Newark, NJ","Bangor, ME",4,1,27
4,"Newark, NJ","Boston, MA",84,4,344
4,"Newark, NJ","Bozeman, MT",0,0,8
4,"Newark, NJ","Buffalo, NY",13,1,61
4,"Newark, NJ","Burlington, VT",12,1,61
4,"Newark, NJ","Charleston, SC",21,0,117
4,"Newark, NJ","Charlotte Amalie, VI",8,0,30
4,"Newark, NJ","Charlotte, NC",78,4,337
4,"Newark, NJ","Chicago, IL",111,3,474
4,"Newark, NJ","Cincinnati, OH",31,3,174
4,"Newark, NJ","Cleveland, OH",34,1,146
4,"Newark, NJ","Columbus, OH",14,1,141
4,"Newark, NJ","Dallas/Fort Worth, TX",71,7,286
4,"Newark, NJ","Denver, CO",55,4,240
4,"Newark, NJ","Des Moines, IA",0,0,8
4,"Newark, NJ","Detroit, MI",51,3,257
4,"Newark, NJ","Eagle, CO",2,0,8
4,"Newark, NJ","Fort Lauderdale, FL",97,3,506
4,"Newark, NJ","Fort Myers, FL",39,3,202
4,"Newark, NJ","Grand Rapids, MI",9,1,60
4,"Newark, NJ","Greensboro/High Point, NC",1,1,26
4,"Newark, NJ","Greer, SC",10,2,90
4,"Newark, NJ","Harrisburg, PA",4,0,30
4,"Newark, NJ","Hilton Head, SC",3,1,30
4,"Newark, NJ","Honolulu, HI",4,0,13
4,"Newark, NJ","Houston, TX",72,3,270
4,"Newark, NJ","Indianapolis, IN",29,4,176
4,"Newark, NJ","Jackson, WY",2,0,7
4,"Newark, NJ","Jacksonville, FL",23,1,120
4,"Newark, NJ","Kansas City, MO",12,1,52
4,"Newark, NJ","Key West, FL",7,3,60
4,"Newark, NJ","Knoxville, TN",2,0,9
4,"Newark, NJ","Las Vegas, NV",44,6,240
4,"Newark, NJ","Los Angeles, CA",111,6,461
4,"Newark, NJ","Louisville, KY",12,1,90
4,"Newark, NJ","Madison, WI",9,0,30
4,"Newark, NJ","Memphis, TN",6,1,48
4,"Newark, NJ","Miami, FL",86,8,408
4,"Newark, NJ","Milwaukee, WI",4,1,56
4,"Newark, NJ","Minneapolis, MN",32,4,188
4,"Newark, NJ","Myrtle Beach, SC",16,3,120
4,"Newark, NJ","Nashville, TN",35,0,172
4,"Newark, NJ","New Orleans, LA",17,2,120
4,"Newark, NJ","Norfolk, VA",9,3,82
4,"Newark, NJ","Oakland, CA",7,0,20
4,"Newark, NJ","Orlando, FL",119,9,629
4,"Newark, NJ","Philadelphia, PA",9,0,60
4,"Newark, NJ","Phoenix, AZ",45,2,228
4,"Newark, NJ","Pittsburgh, PA",22,3,179
4,"Newark, NJ","Portland, ME",12,1,30
4,"Newark, NJ","Portland, OR",15,0,60
4,"Newark, NJ","Raleigh/Durham, NC",64,3,241
4,"Newark, NJ","Rochester, NY",9,1,30
4,"Newark, NJ","Sacramento, CA",5,0,30
4,"Newark, NJ","Salt Lake City, UT",16,2,120
4,"Newark, NJ","San Antonio, TX",11,0,69
4,"Newark, NJ","San Diego, CA",25,4,148
4,"Newark, NJ","San Francisco, CA",114,5,324
4,"Newark, NJ","San Juan, PR",39,2,158
4,"Newark, NJ","Santa Ana, CA",10,1,90
4,"Newark, NJ","Sarasota/Bradenton, FL",18,1,90
4,"Newark, NJ","Savannah, GA",16,1,86
4,"Newark, NJ","Seattle, WA",23,1,144
4,"Newark, NJ","St. Louis, MO",20,2,89
4,"Newark, NJ","Syracuse, NY",7,1,30
4,"Newark, NJ","Tampa, FL",66,5,258
4,"Newark, NJ","Valparaiso, FL",0,0,8
4,"Newark, NJ","Washington, DC",28,0,105
4,"Newark, NJ","West Palm Beach/Palm Beach, FL",66,3,360
4,"Newburgh/Poughkeepsie, NY","Myrtle Beach, SC",2,0,8
4,"Newburgh/Poughkeepsie, NY","Punta Gorda, FL",0,0,9
4,"Newburgh/Poughkeepsie, NY","Sanford, FL",0,0,9
4,"Newburgh/Poughkeepsie, NY","St. Petersburg, FL",1,0,8
4,"Niagara Falls, NY","Punta Gorda, FL",4,0,18
4,"Niagara Falls, NY","Sanford, FL",1,0,13
4,"Niagara Falls, NY","St. Petersburg, FL",2,0,11
4,"Nome, AK","Anchorage, AK",6,2,30
4,"Norfolk, VA","Atlanta, GA",37,1,191
4,"Norfolk, VA","Baltimore, MD",14,0,120
4,"Norfolk, VA","Boston, MA",8,1,21
4,"Norfolk, VA","Charlotte, NC",54,0,229
4,"Norfolk, VA","Chicago, IL",19,1,145
4,"Norfolk, VA","Dallas, TX",2,0,8
4,"Norfolk, VA","Dallas/Fort Worth, TX",23,2,90
4,"Norfolk, VA","Denver, CO",12,0,47
4,"Norfolk, VA","Detroit, MI",6,0,58
4,"Norfolk, VA","Fort Lauderdale, FL",10,0,38
4,"Norfolk, VA","Fort Myers, FL",1,1,2
4,"Norfolk, VA","Houston, TX",4,0,30
4,"Norfolk, VA","Jacksonville, FL",1,0,8
4,"Norfolk, VA","Miami, FL",14,1,60
4,"Norfolk, VA","Nashville, TN",8,0,33
4,"Norfolk, VA","New York, NY",35,6,224
4,"Norfolk, VA","Newark, NJ",13,3,82
4,"Norfolk, VA","Orlando, FL",14,0,70
4,"Norfolk, VA","Philadelphia, PA",8,0,60
4,"Norfolk, VA","Sanford, FL",3,0,9
4,"Norfolk, VA","Tampa, FL",0,0,4
4,"Norfolk, VA","Washington, DC",29,1,172
4,"North Bend/Coos Bay, OR","San Francisco, CA",16,0,30
4,"North Platte, NE","Denver, CO",8,0,52
4,"Oakland, CA","Albuquerque, NM",6,0,30
4,"Oakland, CA","Atlanta, GA",0,0,3
4,"Oakland, CA","Austin, TX",1,0,30
4,"Oakland, CA","Baltimore, MD",2,0,30
4,"Oakland, CA","Bellingham, WA",3,0,30
4,"Oakland, CA","Boise, ID",12,0,55
4,"Oakland, CA","Burbank, CA",25,3,250
4,"Oakland, CA","Chicago, IL",8,0,53
4,"Oakland, CA","Dallas, TX",7,0,58
4,"Oakland, CA","Denver, CO",32,0,165
4,"Oakland, CA","Eugene, OR",8,0,52
4,"Oakland, CA","Honolulu, HI",6,1,90
4,"Oakland, CA","Houston, TX",8,0,45
4,"Oakland, CA","Kahului, HI",3,0,60
4,"Oakland, CA","Kansas City, MO",4,0,30
4,"Oakland, CA","Kona, HI",7,0,30
4,"Oakland, CA","Las Vegas, NV",68,1,359
4,"Oakland, CA","Lihue, HI",10,0,60
4,"Oakland, CA","Long Beach, CA",16,1,144
4,"Oakland, CA","Los Angeles, CA",42,4,361
4,"Oakland, CA","Nashville, TN",0,0,25
4,"Oakland, CA","Newark, NJ",6,0,20
4,"Oakland, CA","Ontario, CA",18,1,129
4,"Oakland, CA","Palm Springs, CA",9,0,73
4,"Oakland, CA","Phoenix, AZ",17,0,170
4,"Oakland, CA","Portland, OR",30,0,171
4,"Oakland, CA","Reno, NV",2,0,49
4,"Oakland, CA","Salt Lake City, UT",10,0,168
4,"Oakland, CA","San Diego, CA",50,2,261
4,"Oakland, CA","Santa Ana, CA",17,0,218
4,"Oakland, CA","Santa Barbara, CA",1,0,30
4,"Oakland, CA","Seattle, WA",27,2,180
4,"Oakland, CA","Spokane, WA",1,0,53
4,"Oakland, CA","St. Louis, MO",2,0,30
4,"Oklahoma City, OK","Atlanta, GA",16,1,176
4,"Oklahoma City, OK","Austin, TX",10,0,30
4,"Oklahoma City, OK","Charlotte, NC",13,0,60
4,"Oklahoma City, OK","Chicago, IL",24,0,213
4,"Oklahoma City, OK","Dallas/Fort Worth, TX",51,14,267
4,"Oklahoma City, OK","Denver, CO",49,1,250
4,"Oklahoma City, OK","Houston, TX",25,0,165
4,"Oklahoma City, OK","Las Vegas, NV",18,1,87
4,"Oklahoma City, OK","Los Angeles, CA",8,0,60
4,"Oklahoma City, OK","Miami, FL",7,0,30
4,"Oklahoma City, OK","Minneapolis, MN",2,0,30
4,"Oklahoma City, OK","Nashville, TN",1,0,8
4,"Oklahoma City, OK","New York, NY",6,2,86
4,"Oklahoma City, OK","Orlando, FL",5,1,33
4,"Oklahoma City, OK","Phoenix, AZ",13,0,149
4,"Oklahoma City, OK","Salt Lake City, UT",4,0,57
4,"Oklahoma City, OK","San Antonio, TX",4,0,24
4,"Oklahoma City, OK","Seattle, WA",3,0,30
4,"Oklahoma City, OK","St. Louis, MO",5,1,57
4,"Oklahoma City, OK","Valparaiso, FL",1,0,8
4,"Oklahoma City, OK","Washington, DC",10,0,60
4,"Omaha, NE","Atlanta, GA",14,0,176
4,"Omaha, NE","Austin, TX",2,0,8
4,"Omaha, NE","Charlotte, NC",9,0,61
4,"Omaha, NE","Chicago, IL",37,1,324
4,"Omaha, NE","Dallas, TX",10,0,34
4,"Omaha, NE","Dallas/Fort Worth, TX",21,3,119
4,"Omaha, NE","Denver, CO",63,2,279
4,"Omaha, NE","Detroit, MI",11,1,86
4,"Omaha, NE","Fort Lauderdale, FL",0,0,1
4,"Omaha, NE","Houston, TX",6,0,60
4,"Omaha, NE","Las Vegas, NV",13,0,109
4,"Omaha, NE","Los Angeles, CA",6,0,30
4,"Omaha, NE","Miami, FL",0,0,3
4,"Omaha, NE","Minneapolis, MN",13,0,116
4,"Omaha, NE","Nashville, TN",0,0,5
4,"Omaha, NE","New York, NY",19,1,108
4,"Omaha, NE","Orlando, FL",7,0,30
4,"Omaha, NE","Phoenix, AZ",18,0,159
4,"Omaha, NE","Punta Gorda, FL",0,0,2
4,"Omaha, NE","Salt Lake City, UT",7,1,56
4,"Omaha, NE","Sanford, FL",1,0,8
4,"Omaha, NE","Seattle, WA",7,0,30
4,"Omaha, NE","St. Louis, MO",10,0,57
4,"Omaha, NE","St. Petersburg, FL",1,0,9
4,"Omaha, NE","Washington, DC",5,0,56
4,"Ontario, CA","Atlanta, GA",5,0,72
4,"Ontario, CA","Austin, TX",2,0,30
4,"Ontario, CA","Charlotte, NC",2,0,30
4,"Ontario, CA","Chicago, IL",1,0,30
4,"Ontario, CA","Dallas, TX",2,0,27
4,"Ontario, CA","Dallas/Fort Worth, TX",34,7,211
4,"Ontario, CA","Denver, CO",29,1,228
4,"Ontario, CA","Honolulu, HI",8,0,30
4,"Ontario, CA","Houston, TX",2,0,30
4,"Ontario, CA","Las Vegas, NV",64,0,232
4,"Ontario, CA","New York, NY",6,0,30
4,"Ontario, CA","Oakland, CA",26,0,129
4,"Ontario, CA","Palm Springs, CA",0,1,1
4,"Ontario, CA","Phoenix, AZ",41,0,277
4,"Ontario, CA","Portland, OR",11,0,89
4,"Ontario, CA","Sacramento, CA",20,0,151
4,"Ontario, CA","Salt Lake City, UT",19,1,107
4,"Ontario, CA","San Francisco, CA",38,0,90
4,"Ontario, CA","San Jose, CA",15,0,104
4,"Ontario, CA","Seattle, WA",14,0,200
4,"Orlando, FL","Aguadilla, PR",11,1,84
4,"Orlando, FL","Albany, NY",20,0,94
4,"Orlando, FL","Albuquerque, NM",1,0,1
4,"Orlando, FL","Atlanta, GA",146,8,799
4,"Orlando, FL","Atlantic City, NJ",16,0,99
4,"Orlando, FL","Augusta, GA",0,0,1
4,"Orlando, FL","Austin, TX",60,3,262
4,"Orlando, FL","Baltimore, MD",85,7,467
4,"Orlando, FL","Birmingham, AL",11,0,64
4,"Orlando, FL","Boston, MA",95,5,434
4,"Orlando, FL","Buffalo, NY",33,0,155
4,"Orlando, FL","Charlotte Amalie, VI",11,0,54
4,"Orlando, FL","Charlotte, NC",96,8,459
4,"Orlando, FL","Chicago, IL",155,7,756
4,"Orlando, FL","Cincinnati, OH",36,1,158
4,"Orlando, FL","Cleveland, OH",20,2,174
4,"Orlando, FL","Columbus, OH",40,1,196
4,"Orlando, FL","Dallas, TX",62,5,226
4,"Orlando, FL","Dallas/Fort Worth, TX",117,12,415
4,"Orlando, FL","Denver, CO",83,8,380
4,"Orlando, FL","Detroit, MI",63,5,349
4,"Orlando, FL","El Paso, TX",0,0,1
4,"Orlando, FL","Fort Lauderdale, FL",16,0,118
4,"Orlando, FL","Grand Rapids, MI",11,0,31
4,"Orlando, FL","Green Bay, WI",1,1,5
4,"Orlando, FL","Harrisburg, PA",2,1,13
4,"Orlando, FL","Hartford, CT",52,2,215
4,"Orlando, FL","Houston, TX",80,2,471
4,"Orlando, FL","Indianapolis, IN",32,3,233
4,"Orlando, FL","Islip, NY",24,1,118
4,"Orlando, FL","Jackson/Vicksburg, MS",0,0,1
4,"Orlando, FL","Kansas City, MO",34,0,131
4,"Orlando, FL","Knoxville, TN",0,0,10
4,"Orlando, FL","Las Vegas, NV",22,0,94
4,"Orlando, FL","Latrobe, PA",3,0,30
4,"Orlando, FL","Los Angeles, CA",29,0,251
4,"Orlando, FL","Louisville, KY",21,0,101
4,"Orlando, FL","Madison, WI",1,1,4
4,"Orlando, FL","Manchester, NH",15,2,107
4,"Orlando, FL","Memphis, TN",12,0,59
4,"Orlando, FL","Miami, FL",43,2,299
4,"Orlando, FL","Milwaukee, WI",30,1,162
4,"Orlando, FL","Minneapolis, MN",43,0,233
4,"Orlando, FL","Myrtle Beach, SC",4,1,29
4,"Orlando, FL","Nashville, TN",34,3,236
4,"Orlando, FL","New Orleans, LA",43,3,224
4,"Orlando, FL","New York, NY",140,15,819
4,"Orlando, FL","Newark, NJ",121,11,628
4,"Orlando, FL","Norfolk, VA",8,1,69
4,"Orlando, FL","Oklahoma City, OK",10,0,33
4,"Orlando, FL","Omaha, NE",4,0,30
4,"Orlando, FL","Pensacola, FL",3,4,39
4,"Orlando, FL","Philadelphia, PA",93,9,473
4,"Orlando, FL","Phoenix, AZ",28,0,152
4,"Orlando, FL","Pittsburgh, PA",50,3,219
4,"Orlando, FL","Ponce, PR",13,1,84
4,"Orlando, FL","Portland, ME",4,1,29
4,"Orlando, FL","Portland, OR",19,0,54
4,"Orlando, FL","Providence, RI",26,1,150
4,"Orlando, FL","Raleigh/Durham, NC",47,3,236
4,"Orlando, FL","Richmond, VA",21,1,112
4,"Orlando, FL","Rochester, NY",8,1,64
4,"Orlando, FL","Sacramento, CA",1,0,1
4,"Orlando, FL","Salt Lake City, UT",25,0,174
4,"Orlando, FL","San Antonio, TX",22,1,84
4,"Orlando, FL","San Diego, CA",12,0,45
4,"Orlando, FL","San Francisco, CA",41,0,90
4,"Orlando, FL","San Juan, PR",103,3,515
4,"Orlando, FL","Seattle, WA",43,1,165
4,"Orlando, FL","St. Louis, MO",38,4,211
4,"Orlando, FL","Syracuse, NY",20,0,83
4,"Orlando, FL","Trenton, NJ",10,0,63
4,"Orlando, FL","Tulsa, OK",2,0,4
4,"Orlando, FL","Washington, DC",114,5,600
4,"Orlando, FL","White Plains, NY",35,0,119
4,"Orlando, FL","Worcester, MA",1,0,30
4,"Pago Pago, TT","Honolulu, HI",4,0,9
4,"Palm Springs, CA","Atlanta, GA",2,0,22
4,"Palm Springs, CA","Austin, TX",3,1,27
4,"Palm Springs, CA","Bellingham, WA",0,0,16
4,"Palm Springs, CA","Chicago, IL",21,1,122
4,"Palm Springs, CA","Dallas, TX",3,0,27
4,"Palm Springs, CA","Dallas/Fort Worth, TX",13,3,96
4,"Palm Springs, CA","Denver, CO",31,0,187
4,"Palm Springs, CA","Houston, TX",2,0,36
4,"Palm Springs, CA","Las Vegas, NV",19,0,73
4,"Palm Springs, CA","Los Angeles, CA",2,1,38
4,"Palm Springs, CA","Minneapolis, MN",10,0,38
4,"Palm Springs, CA","New York, NY",14,0,52
4,"Palm Springs, CA","Oakland, CA",9,0,70
4,"Palm Springs, CA","Phoenix, AZ",24,0,142
4,"Palm Springs, CA","Portland, OR",8,1,68
4,"Palm Springs, CA","Sacramento, CA",5,0,50
4,"Palm Springs, CA","Salt Lake City, UT",10,1,90
4,"Palm Springs, CA","San Francisco, CA",114,2,226
4,"Palm Springs, CA","San Jose, CA",1,0,30
4,"Palm Springs, CA","Seattle, WA",30,2,210
4,"Panama City, FL","Atlanta, GA",18,0,199
4,"Panama City, FL","Austin, TX",2,0,4
4,"Panama City, FL","Baltimore, MD",1,0,5
4,"Panama City, FL","Charlotte, NC",24,1,116
4,"Panama City, FL","Chicago, IL",9,0,66
4,"Panama City, FL","Dallas, TX",15,1,66
4,"Panama City, FL","Dallas/Fort Worth, TX",22,2,58
4,"Panama City, FL","Denver, CO",3,0,9
4,"Panama City, FL","Houston, TX",3,0,38
4,"Panama City, FL","Indianapolis, IN",0,0,2
4,"Panama City, FL","Kansas City, MO",0,0,11
4,"Panama City, FL","Nashville, TN",13,0,94
4,"Panama City, FL","St. Louis, MO",2,0,37
4,"Panama City, FL","Washington, DC",9,1,30
4,"Pasco/Kennewick/Richland, WA","Denver, CO",2,0,60
4,"Pasco/Kennewick/Richland, WA","Las Vegas, NV",0,0,9
4,"Pasco/Kennewick/Richland, WA","Minneapolis, MN",0,0,30
4,"Pasco/Kennewick/Richland, WA","Phoenix, AZ",3,0,42
4,"Pasco/Kennewick/Richland, WA","Salt Lake City, UT",3,0,86
4,"Pasco/Kennewick/Richland, WA","San Francisco, CA",15,0,30
4,"Pasco/Kennewick/Richland, WA","Seattle, WA",12,0,144
4,"Pellston, MI","Detroit, MI",13,0,51
4,"Pensacola, FL","Atlanta, GA",20,0,206
4,"Pensacola, FL","Charlotte, NC",46,2,204
4,"Pensacola, FL","Chicago, IL",4,1,46
4,"Pensacola, FL","Dallas, TX",5,0,38
4,"Pensacola, FL","Dallas/Fort Worth, TX",38,6,144
4,"Pensacola, FL","Denver, CO",10,2,39
4,"Pensacola, FL","Fort Lauderdale, FL",3,0,30
4,"Pensacola, FL","Houston, TX",8,1,63
4,"Pensacola, FL","Kansas City, MO",0,0,4
4,"Pensacola, FL","Miami, FL",10,1,83
4,"Pensacola, FL","Nashville, TN",18,0,87
4,"Pensacola, FL","New York, NY",8,0,30
4,"Pensacola, FL","Orlando, FL",4,4,39
4,"Pensacola, FL","Philadelphia, PA",7,0,31
4,"Pensacola, FL","St. Louis, MO",1,0,5
4,"Pensacola, FL","Washington, DC",15,0,90
4,"Peoria, IL","Charlotte, NC",14,0,60
4,"Peoria, IL","Chicago, IL",19,0,90
4,"Peoria, IL","Dallas/Fort Worth, TX",17,1,60
4,"Peoria, IL","Denver, CO",2,0,9
4,"Peoria, IL","Fort Lauderdale, FL",0,0,2
4,"Peoria, IL","Las Vegas, NV",0,0,9
4,"Peoria, IL","Nashville, TN",1,0,9
4,"Peoria, IL","Phoenix, AZ",0,0,10
4,"Peoria, IL","Punta Gorda, FL",2,0,11
4,"Peoria, IL","Sanford, FL",2,0,8
4,"Peoria, IL","Sarasota/Bradenton, FL",0,0,9
4,"Peoria, IL","St. Petersburg, FL",1,0,9
4,"Petersburg, AK","Juneau, AK",4,0,30
4,"Petersburg, AK","Wrangell, AK",2,0,30
4,"Philadelphia, PA","Atlanta, GA",80,1,495
4,"Philadelphia, PA","Augusta, GA",5,0,13
4,"Philadelphia, PA","Austin, TX",18,1,86
4,"Philadelphia, PA","Bangor, ME",0,0,3
4,"Philadelphia, PA","Birmingham, AL",10,0,57
4,"Philadelphia, PA","Boston, MA",78,4,424
4,"Philadelphia, PA","Buffalo, NY",1,0,3
4,"Philadelphia, PA","Charleston, SC",19,0,130
4,"Philadelphia, PA","Charlotte Amalie, VI",1,1,7
4,"Philadelphia, PA","Charlotte, NC",67,4,328
4,"Philadelphia, PA","Chicago, IL",71,2,504
4,"Philadelphia, PA","Cincinnati, OH",21,0,103
4,"Philadelphia, PA","Cleveland, OH",19,0,81
4,"Philadelphia, PA","Columbus, OH",16,0,79
4,"Philadelphia, PA","Dallas/Fort Worth, TX",56,1,271
4,"Philadelphia, PA","Dayton, OH",0,0,4
4,"Philadelphia, PA","Denver, CO",43,1,258
4,"Philadelphia, PA","Detroit, MI",38,2,242
4,"Philadelphia, PA","Fort Lauderdale, FL",39,3,270
4,"Philadelphia, PA","Fort Myers, FL",19,1,129
4,"Philadelphia, PA","Greensboro/High Point, NC",0,0,4
4,"Philadelphia, PA","Greer, SC",9,0,33
4,"Philadelphia, PA","Hartford, CT",5,0,57
4,"Philadelphia, PA","Houston, TX",32,0,190
4,"Philadelphia, PA","Indianapolis, IN",16,0,119
4,"Philadelphia, PA","Jacksonville, FL",26,1,139
4,"Philadelphia, PA","Kansas City, MO",10,0,30
4,"Philadelphia, PA","Key West, FL",9,0,30
4,"Philadelphia, PA","Knoxville, TN",6,0,30
4,"Philadelphia, PA","Las Vegas, NV",16,0,120
4,"Philadelphia, PA","Los Angeles, CA",21,0,207
4,"Philadelphia, PA","Louisville, KY",5,0,22
4,"Philadelphia, PA","Memphis, TN",11,0,57
4,"Philadelphia, PA","Miami, FL",37,5,282
4,"Philadelphia, PA","Milwaukee, WI",7,0,30
4,"Philadelphia, PA","Minneapolis, MN",22,0,152
4,"Philadelphia, PA","Myrtle Beach, SC",8,0,58
4,"Philadelphia, PA","Nashville, TN",37,0,213
4,"Philadelphia, PA","New Orleans, LA",16,1,113
4,"Philadelphia, PA","New York, NY",1,1,73
4,"Philadelphia, PA","Newark, NJ",8,1,60
4,"Philadelphia, PA","Norfolk, VA",16,0,60
4,"Philadelphia, PA","Orlando, FL",90,6,474
4,"Philadelphia, PA","Pensacola, FL",8,0,32
4,"Philadelphia, PA","Phoenix, AZ",28,0,205
4,"Philadelphia, PA","Pittsburgh, PA",23,0,118
4,"Philadelphia, PA","Portland, ME",7,1,39
4,"Philadelphia, PA","Providence, RI",12,0,105
4,"Philadelphia, PA","Raleigh/Durham, NC",30,2,171
4,"Philadelphia, PA","Salt Lake City, UT",5,0,47
4,"Philadelphia, PA","San Diego, CA",4,0,60
4,"Philadelphia, PA","San Francisco, CA",39,0,117
4,"Philadelphia, PA","San Juan, PR",33,0,114
4,"Philadelphia, PA","Sarasota/Bradenton, FL",10,5,78
4,"Philadelphia, PA","Savannah, GA",21,0,97
4,"Philadelphia, PA","Seattle, WA",22,0,85
4,"Philadelphia, PA","St. Louis, MO",20,0,85
4,"Philadelphia, PA","Tampa, FL",40,1,237
4,"Philadelphia, PA","Washington, DC",15,0,108
4,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",22,2,149
4,"Philadelphia, PA","Wilmington, NC",0,0,6
4,"Phoenix, AZ","Albuquerque, NM",39,1,261
4,"Phoenix, AZ","Anchorage, AK",10,0,30
4,"Phoenix, AZ","Appleton, WI",1,0,13
4,"Phoenix, AZ","Asheville, NC",0,0,9
4,"Phoenix, AZ","Aspen, CO",0,0,1
4,"Phoenix, AZ","Atlanta, GA",40,0,349
4,"Phoenix, AZ","Augusta, GA",0,0,2
4,"Phoenix, AZ","Austin, TX",72,0,300
4,"Phoenix, AZ","Bakersfield, CA",18,0,79
4,"Phoenix, AZ","Baltimore, MD",20,0,90
4,"Phoenix, AZ","Bellingham, WA",1,0,8
4,"Phoenix, AZ","Bend/Redmond, OR",3,0,60
4,"Phoenix, AZ","Billings, MT",1,0,20
4,"Phoenix, AZ","Birmingham, AL",0,0,1
4,"Phoenix, AZ","Bismarck/Mandan, ND",0,0,30
4,"Phoenix, AZ","Boise, ID",13,0,145
4,"Phoenix, AZ","Boston, MA",33,0,177
4,"Phoenix, AZ","Bozeman, MT",0,0,9
4,"Phoenix, AZ","Buffalo, NY",0,0,4
4,"Phoenix, AZ","Burbank, CA",40,0,254
4,"Phoenix, AZ","Cedar Rapids/Iowa City, IA",10,0,68
4,"Phoenix, AZ","Charlotte, NC",23,0,242
4,"Phoenix, AZ","Chicago, IL",166,2,879
4,"Phoenix, AZ","Cincinnati, OH",11,0,56
4,"Phoenix, AZ","Cleveland, OH",21,1,101
4,"Phoenix, AZ","Colorado Springs, CO",19,0,84
4,"Phoenix, AZ","Columbus, OH",20,0,90
4,"Phoenix, AZ","Dallas, TX",54,3,262
4,"Phoenix, AZ","Dallas/Fort Worth, TX",83,8,456
4,"Phoenix, AZ","Denver, CO",174,2,828
4,"Phoenix, AZ","Des Moines, IA",19,0,87
4,"Phoenix, AZ","Detroit, MI",32,0,209
4,"Phoenix, AZ","Durango, CO",7,0,63
4,"Phoenix, AZ","Eagle, CO",1,0,2
4,"Phoenix, AZ","El Paso, TX",30,0,242
4,"Phoenix, AZ","Eugene, OR",7,0,69
4,"Phoenix, AZ","Everett, WA",10,0,53
4,"Phoenix, AZ","Fargo, ND",1,0,32
4,"Phoenix, AZ","Fayetteville, AR",6,0,38
4,"Phoenix, AZ","Flagstaff, AZ",9,0,113
4,"Phoenix, AZ","Flint, MI",0,0,8
4,"Phoenix, AZ","Fort Lauderdale, FL",13,0,32
4,"Phoenix, AZ","Fort Wayne, IN",0,0,4
4,"Phoenix, AZ","Fresno, CA",23,0,146
4,"Phoenix, AZ","Grand Forks, ND",0,0,8
4,"Phoenix, AZ","Grand Island, NE",0,0,8
4,"Phoenix, AZ","Grand Junction, CO",4,1,86
4,"Phoenix, AZ","Grand Rapids, MI",4,0,13
4,"Phoenix, AZ","Great Falls, MT",0,0,8
4,"Phoenix, AZ","Honolulu, HI",24,1,125
4,"Phoenix, AZ","Houston, TX",53,1,403
4,"Phoenix, AZ","Idaho Falls, ID",1,0,43
4,"Phoenix, AZ","Indianapolis, IN",26,0,120
4,"Phoenix, AZ","Jacksonville, FL",2,1,30
4,"Phoenix, AZ","Kahului, HI",7,0,64
4,"Phoenix, AZ","Kalispell, MT",0,0,3
4,"Phoenix, AZ","Kansas City, MO",39,1,242
4,"Phoenix, AZ","Knoxville, TN",1,0,8
4,"Phoenix, AZ","Kona, HI",3,0,30
4,"Phoenix, AZ","Las Vegas, NV",131,1,588
4,"Phoenix, AZ","Lihue, HI",4,0,30
4,"Phoenix, AZ","Long Beach, CA",18,0,117
4,"Phoenix, AZ","Los Angeles, CA",86,0,518
4,"Phoenix, AZ","Louisville, KY",7,0,31
4,"Phoenix, AZ","Lubbock, TX",4,0,30
4,"Phoenix, AZ","Madison, WI",11,0,30
4,"Phoenix, AZ","Medford, OR",5,0,60
4,"Phoenix, AZ","Memphis, TN",5,0,30
4,"Phoenix, AZ","Miami, FL",26,1,150
4,"Phoenix, AZ","Midland/Odessa, TX",4,0,30
4,"Phoenix, AZ","Milwaukee, WI",34,0,150
4,"Phoenix, AZ","Minneapolis, MN",49,1,317
4,"Phoenix, AZ","Minot, ND",0,0,13
4,"Phoenix, AZ","Missoula, MT",0,0,8
4,"Phoenix, AZ","Moline, IL",0,0,8
4,"Phoenix, AZ","Monterey, CA",11,0,117
4,"Phoenix, AZ","Nashville, TN",33,0,182
4,"Phoenix, AZ","New Orleans, LA",8,0,62
4,"Phoenix, AZ","New York, NY",34,0,227
4,"Phoenix, AZ","Newark, NJ",33,1,228
4,"Phoenix, AZ","Oakland, CA",35,1,173
4,"Phoenix, AZ","Oklahoma City, OK",19,0,147
4,"Phoenix, AZ","Omaha, NE",28,0,159
4,"Phoenix, AZ","Ontario, CA",49,0,274
4,"Phoenix, AZ","Orlando, FL",25,0,154
