month,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
3,"Stockton, CA",3,0,3,1,3,8,0,49
3,"Sun Valley/Hailey/Ketchum, ID",10,3,13,0,2,26,6,232
3,"Syracuse, NY",164,7,95,1,117,231,9,1189
3,"Tallahassee, FL",59,9,75,0,60,118,5,530
3,"Tampa, FL",1101,62,1457,15,1219,2341,118,8043
3,"Texarkana, AR",4,5,2,0,6,11,1,62
3,"Toledo, OH",4,1,5,0,4,10,0,59
3,"Traverse City, MI",26,6,22,0,12,44,0,225
3,"Trenton, NJ",28,2,28,0,54,65,6,221
3,"Tucson, AZ",223,31,174,1,201,372,10,1729
3,"Tulsa, OK",154,19,97,2,161,263,13,1306
3,"Twin Falls, ID",2,1,1,0,0,3,0,62
3,"Tyler, TX",8,3,4,0,2,13,2,93
3,"Valdosta, GA",9,2,4,0,1,11,0,62
3,"Valparaiso, FL",100,11,77,0,88,156,4,810
3,"Victoria, TX",4,4,4,0,1,11,1,53
3,"Waco, TX",12,5,7,0,13,20,3,93
3,"Walla Walla, WA",2,0,0,0,2,4,0,62
3,"Washington, DC",1552,107,1492,14,1573,2786,63,16252
3,"West Palm Beach/Palm Beach, FL",409,28,593,1,404,896,24,3139
3,"White Plains, NY",175,8,124,0,130,242,4,1089
3,"Wichita Falls, TX",4,2,2,1,1,9,0,62
3,"Wichita, KS",82,14,64,2,91,153,7,770
3,"Williston, ND",16,6,9,0,5,29,5,150
3,"Wilmington, NC",53,3,37,3,46,76,1,500
3,"Worcester, MA",29,0,32,0,20,39,4,150
3,"Wrangell, AK",0,1,5,0,8,10,0,62
3,"Yakutat, AK",1,1,10,0,10,14,0,62
3,"Yuma, AZ",3,1,2,0,1,5,0,134
4,"Aberdeen, SD",4,0,0,0,0,4,0,60
4,"Abilene, TX",8,11,20,0,24,35,3,145
4,"Adak Island, AK",0,0,0,0,1,1,1,8
4,"Aguadilla, PR",28,0,12,0,25,37,1,234
4,"Akron, OH",45,4,37,0,38,72,1,287
4,"Albany, GA",12,2,11,0,0,14,0,60
4,"Albany, NY",141,11,86,1,126,208,3,1000
4,"Albuquerque, NM",239,21,149,1,195,354,6,1901
4,"Alexandria, LA",5,5,13,0,8,24,4,150
4,"Allentown/Bethlehem/Easton, PA",34,7,37,0,38,69,1,364
4,"Alpena, MI",2,1,2,0,0,3,1,51
4,"Amarillo, TX",35,11,31,1,52,71,4,365
4,"Anchorage, AK",139,4,172,16,132,278,19,1323
4,"Appleton, WI",46,18,43,0,33,91,4,516
4,"Arcata/Eureka, CA",6,3,10,0,5,18,1,120
4,"Asheville, NC",84,12,89,0,66,163,3,1001
4,"Ashland, WV",2,0,2,0,2,2,0,17
4,"Aspen, CO",72,13,45,1,21,109,21,484
4,"Atlanta, GA",2247,201,2065,22,2258,4124,62,28413
4,"Atlantic City, NJ",22,3,32,2,12,40,3,300
4,"Augusta, GA",46,7,67,1,30,91,1,483
4,"Austin, TX",855,72,951,10,879,1625,35,7304
4,"Bakersfield, CA",31,2,17,0,20,45,2,169
4,"Baltimore, MD",849,39,620,9,944,1396,48,8235
4,"Bangor, ME",20,2,16,1,21,40,5,219
4,"Barrow, AK",3,1,3,0,4,7,0,31
4,"Baton Rouge, LA",43,13,44,0,42,85,7,428
4,"Beaumont/Port Arthur, TX",4,5,9,0,3,14,3,60
4,"Belleville, IL",3,0,2,0,4,6,0,85
4,"Bellingham, WA",13,1,20,0,25,34,1,245
4,"Bemidji, MN",4,1,0,0,0,5,0,60
4,"Bend/Redmond, OR",34,3,21,1,19,55,1,449
4,"Bethel, AK",5,2,4,0,5,10,1,60
4,"Billings, MT",27,6,25,0,17,45,1,321
4,"Binghamton, NY",2,0,1,0,2,3,0,30
4,"Birmingham, AL",136,26,133,5,136,246,8,1430
4,"Bishop, CA",1,0,1,0,0,2,0,5
4,"Bismarck/Mandan, ND",29,3,15,0,7,35,1,280
4,"Bloomington/Normal, IL",8,4,7,0,6,18,3,140
4,"Boise, ID",144,10,105,3,126,248,1,1786
4,"Boston, MA",1235,82,1451,10,1204,2424,120,11597
4,"Bozeman, MT",57,2,32,0,57,89,1,642
4,"Brainerd, MN",5,0,0,0,0,5,0,51
4,"Bristol/Johnson City/Kingsport, TN",3,3,5,0,5,9,1,163
4,"Brownsville, TX",7,5,17,0,11,23,5,150
4,"Brunswick, GA",7,3,2,0,0,11,0,60
4,"Buffalo, NY",223,13,117,1,184,331,10,1786
4,"Burbank, CA",259,10,178,1,286,437,10,2242
4,"Burlington, VT",38,9,30,0,39,69,9,508
4,"Butte, MT",3,0,0,1,0,4,0,55
4,"Casper, WY",1,0,0,0,0,1,0,30
4,"Cedar City, UT",6,1,2,1,0,7,0,51
4,"Cedar Rapids/Iowa City, IA",56,16,65,1,80,134,2,621
4,"Champaign/Urbana, IL",9,4,14,0,15,25,1,120
4,"Charleston, SC",248,22,185,1,221,401,12,2209
4,"Charleston/Dunbar, WV",34,8,28,0,24,57,0,266
4,"Charlotte Amalie, VI",60,3,68,3,35,103,4,541
4,"Charlotte, NC",1808,193,1933,17,2210,3612,99,18157
4,"Charlottesville, VA",26,0,20,0,16,43,3,275
4,"Chattanooga, TN",51,13,55,0,52,101,7,591
4,"Cheyenne, WY",3,2,3,0,1,7,1,56
4,"Chicago, IL",2827,191,2624,25,2635,5062,136,30439
4,"Christiansted, VI",9,0,11,0,13,23,2,108
4,"Cincinnati, OH",369,32,313,3,357,631,16,3582
4,"Clarksburg/Fairmont, WV",2,0,1,1,0,3,0,17
4,"Cleveland, OH",411,29,289,3,373,647,23,3333
4,"College Station/Bryan, TX",8,2,7,0,8,15,4,90
4,"Colorado Springs, CO",125,14,76,2,108,201,7,972
4,"Columbia, MO",13,8,13,0,19,30,1,122
4,"Columbia, SC",56,9,43,1,53,99,2,547
4,"Columbus, GA",7,4,1,0,0,11,0,86
4,"Columbus, MS",2,1,2,0,1,4,0,60
4,"Columbus, OH",372,24,249,3,353,608,15,3420
4,"Concord, NC",4,1,10,1,7,14,2,60
4,"Cordova, AK",2,1,6,0,5,9,2,60
4,"Corpus Christi, TX",24,13,25,0,46,62,5,318
4,"Dallas, TX",604,39,719,8,753,1256,65,6080
4,"Dallas/Fort Worth, TX",2619,845,3491,39,3264,5963,574,24902
4,"Dayton, OH",69,8,58,0,57,119,6,686
4,"Daytona Beach, FL",28,4,20,0,14,41,2,248
4,"Deadhorse, AK",4,2,5,0,3,9,2,48
4,"Decatur, IL",8,3,4,0,6,16,0,81
4,"Denver, CO",2416,138,2188,11,2349,4330,119,24663
4,"Des Moines, IA",119,18,109,1,99,211,7,1261
4,"Detroit, MI",949,127,695,7,689,1568,46,10773
4,"Devils Lake, ND",4,0,0,0,2,6,0,55
4,"Dickinson, ND",4,1,2,0,0,6,0,56
4,"Dodge City, KS",1,2,0,0,1,4,0,51
4,"Dothan, AL",7,2,4,0,1,8,0,60
4,"Duluth, MN",9,0,4,0,3,12,0,172
4,"Durango, CO",20,5,24,0,8,43,3,243
4,"Eagle, CO",13,2,11,0,5,24,2,204
4,"El Paso, TX",165,17,109,2,179,263,8,1431
4,"Elko, NV",2,0,0,0,0,2,0,30
4,"Elmira/Corning, NY",12,0,6,0,0,12,0,85
4,"Escanaba, MI",7,3,3,0,0,10,0,51
4,"Eugene, OR",55,11,38,0,55,100,0,595
4,"Evansville, IN",23,5,15,0,12,34,2,154
4,"Everett, WA",10,1,18,0,9,22,0,130
4,"Fairbanks, AK",37,2,39,1,28,69,4,264
4,"Fargo, ND",49,10,37,0,35,91,2,531
4,"Fayetteville, AR",106,31,99,3,84,190,6,1078
4,"Fayetteville, NC",3,1,4,3,5,7,0,86
4,"Flagstaff, AZ",8,0,10,0,5,16,0,143
4,"Flint, MI",14,2,13,0,19,34,1,194
4,"Fort Dodge, IA",4,0,6,0,10,13,0,51
4,"Fort Lauderdale, FL",879,66,912,8,782,1569,73,8297
4,"Fort Myers, FL",337,25,336,4,321,632,45,3505
4,"Fort Smith, AR",8,3,6,0,7,16,2,90
4,"Fort Wayne, IN",51,12,34,2,13,74,3,351
4,"Fresno, CA",89,10,69,1,78,160,5,911
4,"Gainesville, FL",16,5,14,0,19,36,2,256
4,"Garden City, KS",4,7,8,0,11,17,1,60
4,"Gillette, WY",4,3,4,0,3,10,1,60
4,"Grand Forks, ND",10,0,2,1,1,13,0,108
4,"Grand Island, NE",5,6,6,0,0,13,2,76
4,"Grand Junction, CO",15,6,18,0,12,32,3,245
4,"Grand Rapids, MI",180,16,112,1,154,285,4,1518
4,"Great Falls, MT",8,2,6,0,6,17,0,223
4,"Green Bay, WI",52,6,25,0,18,73,7,397
4,"Greensboro/High Point, NC",78,12,63,1,68,133,9,959
4,"Greer, SC",149,13,118,0,125,240,8,1326
4,"Guam, TT",2,0,0,0,0,2,0,60
4,"Gulfport/Biloxi, MS",21,10,32,2,17,47,2,270
4,"Gunnison, CO",3,1,2,0,1,4,0,41
4,"Hagerstown, MD",4,2,4,0,1,7,1,17
4,"Hancock/Houghton, MI",5,5,7,0,9,19,4,60
4,"Harlingen/San Benito, TX",32,7,22,0,41,64,5,382
4,"Harrisburg, PA",52,7,33,0,33,77,2,509
4,"Hartford, CT",273,18,178,3,217,380,9,1975
4,"Hattiesburg/Laurel, MS",5,1,2,0,2,8,0,51
4,"Hayden, CO",10,1,3,0,4,14,0,120
4,"Hays, KS",10,0,8,0,5,14,0,61
4,"Helena, MT",7,2,3,0,3,10,0,120
4,"Hibbing, MN",6,1,1,0,0,7,0,51
4,"Hilo, HI",56,2,6,1,47,67,0,572
4,"Hilton Head, SC",12,5,24,0,13,34,1,177
4,"Honolulu, HI",439,32,210,5,335,684,51,5104
4,"Houston, TX",1432,108,1374,19,1333,2504,71,14144
4,"Huntsville, AL",68,19,68,1,54,126,5,802
4,"Idaho Falls, ID",18,4,12,0,5,28,1,266
4,"Indianapolis, IN",433,34,308,3,378,688,24,3947
4,"International Falls, MN",4,0,0,0,0,4,0,51
4,"Iron Mountain/Kingsfd, MI",10,1,1,0,0,10,0,60
4,"Islip, NY",59,2,30,1,71,94,6,433
4,"Ithaca/Cortland, NY",4,0,2,0,6,9,1,60
4,"Jackson, WY",29,1,14,0,18,37,1,246
4,"Jackson/Vicksburg, MS",61,19,63,0,56,120,4,606
4,"Jacksonville, FL",290,28,254,4,267,473,14,2591
4,"Jacksonville/Camp Lejeune, NC",12,2,9,1,6,17,0,147
4,"Jamestown, ND",1,1,2,0,2,4,0,55
4,"Johnstown, PA",8,0,6,0,7,16,0,60
4,"Joplin, MO",2,0,5,0,6,8,0,51
4,"Juneau, AK",21,1,22,0,29,49,3,345
4,"Kahului, HI",177,3,50,2,108,222,17,2155
4,"Kalamazoo, MI",12,4,4,0,0,15,0,86
4,"Kalispell, MT",18,1,7,0,7,22,0,195
4,"Kansas City, MO",504,41,426,1,493,838,19,4107
4,"Ketchikan, AK",13,0,9,0,7,20,3,195
4,"Key West, FL",59,8,111,0,54,147,9,772
4,"Killeen, TX",8,10,13,0,14,28,6,147
4,"King Salmon, AK",0,0,0,0,0,0,0,7
4,"Knoxville, TN",136,22,108,2,102,235,8,1210
4,"Kodiak, AK",3,1,4,0,5,7,2,58
4,"Kona, HI",113,4,49,2,82,160,8,1292
4,"Kotzebue, AK",1,2,4,0,0,5,4,30
4,"Lafayette, LA",20,10,22,1,22,41,5,266
4,"Lake Charles, LA",1,4,8,0,2,9,4,90
4,"Lansing, MI",23,4,15,0,6,34,1,112
4,"Laramie, WY",9,0,3,0,2,11,2,51
4,"Laredo, TX",11,12,22,0,17,33,4,154
4,"Las Vegas, NV",1541,107,1710,21,1908,3203,56,15585
4,"Latrobe, PA",2,0,5,0,1,6,0,51
4,"Lawton/Fort Sill, OK",7,1,6,0,3,13,5,90
4,"Lewiston, ID",5,0,2,0,2,8,0,90
4,"Lexington, KY",75,9,52,0,46,110,6,785
4,"Liberal, KS",4,0,1,0,0,4,0,51
4,"Lihue, HI",117,9,44,4,90,156,18,1290
4,"Lincoln, NE",17,0,8,0,3,19,0,90
4,"Little Rock, AR",122,27,126,0,93,210,10,1086
4,"Long Beach, CA",139,2,76,1,157,211,5,1476
4,"Longview, TX",2,4,4,0,3,10,2,60
4,"Los Angeles, CA",1714,141,1569,20,1331,2872,41,15725
4,"Louisville, KY",229,21,167,6,195,362,9,2049
4,"Lubbock, TX",55,17,44,1,63,105,4,483
4,"Madison, WI",141,29,96,0,105,229,8,1016
4,"Manchester, NH",67,1,36,2,57,92,5,464
4,"Manhattan/Ft. Riley, KS",0,4,6,0,6,9,1,60
4,"Marquette, MI",7,3,1,0,4,11,1,60
4,"Mason City, IA",3,0,3,0,5,8,0,51
4,"Medford, OR",24,3,22,0,11,44,2,344
4,"Melbourne, FL",17,5,21,1,23,41,1,243
4,"Memphis, TN",195,33,169,0,214,339,10,1851
4,"Meridian, MS",7,0,1,0,5,12,0,51
4,"Miami, FL",959,99,904,13,870,1697,77,9586
4,"Midland/Odessa, TX",78,22,70,0,85,150,11,831
4,"Milwaukee, WI",329,21,199,4,245,491,8,2371
4,"Minneapolis, MN",779,105,529,4,593,1289,18,10257
4,"Minot, ND",9,4,5,0,3,18,0,181
4,"Mission/McAllen/Edinburg, TX",40,17,39,1,41,73,5,308
4,"Missoula, MT",28,3,14,0,13,36,0,240
4,"Mobile, AL",11,6,21,0,16,33,2,206
4,"Moline, IL",34,14,31,0,28,73,1,304
4,"Monroe, LA",14,7,13,0,12,29,3,150
4,"Monterey, CA",30,6,23,0,15,47,2,351
4,"Montgomery, AL",14,4,10,0,11,25,4,202
4,"Montrose/Delta, CO",11,3,9,0,14,19,1,153
4,"Mosinee, WI",0,1,1,0,1,2,0,60
4,"Myrtle Beach, SC",112,15,134,3,101,213,13,1381
4,"Nashville, TN",809,71,573,11,846,1332,29,8279
4,"New Orleans, LA",546,53,413,7,516,877,31,4323
4,"New York, NY",2164,210,2265,24,1913,4016,299,23671
4,"Newark, NJ",895,91,1115,7,779,1819,153,10730
4,"Newburgh/Poughkeepsie, NY",1,2,2,0,1,4,0,34
4,"Niagara Falls, NY",1,1,3,0,2,6,0,42
4,"Nome, AK",1,0,2,0,4,5,2,30
4,"Norfolk, VA",218,11,187,4,172,320,17,1702
4,"North Bend/Coos Bay, OR",1,0,2,0,1,3,0,30
4,"North Platte, NE",5,0,3,0,3,8,0,51
4,"Oakland, CA",323,7,195,5,411,538,13,3509
4,"Oklahoma City, OK",188,29,169,0,165,329,17,1880
4,"Omaha, NE",229,32,181,1,193,379,5,1924
4,"Ontario, CA",242,17,132,2,263,400,9,2096
4,"Orlando, FL",1358,104,1416,19,1511,2621,169,14170
4,"Pago Pago, TT",3,0,0,0,0,2,0,9
4,"Palm Springs, CA",141,10,140,3,126,294,7,1622
4,"Panama City, FL",67,8,60,0,76,118,4,735
4,"Pasco/Kennewick/Richland, WA",34,5,21,0,13,51,0,401
4,"Pellston, MI",8,4,1,0,0,12,0,51
4,"Pensacola, FL",118,11,120,2,132,207,13,1139
4,"Peoria, IL",26,5,22,0,33,59,1,286
4,"Petersburg, AK",2,0,5,0,7,10,0,60
4,"Philadelphia, PA",869,69,702,21,844,1449,49,7894
4,"Phoenix, AZ",1728,91,1484,10,1709,2950,49,16999
4,"Pittsburgh, PA",356,28,267,11,352,605,26,3534
4,"Plattsburgh, NY",2,0,4,0,0,4,0,50
4,"Pocatello, ID",4,1,0,0,0,5,0,60
4,"Ponce, PR",20,2,10,0,14,28,1,114
4,"Portland, ME",75,6,44,0,55,113,15,618
4,"Portland, OR",436,25,399,3,449,825,14,4768
4,"Portsmouth, NH",2,0,2,0,2,3,1,53
4,"Prescott, AZ",10,0,4,0,1,10,0,60
4,"Providence, RI",140,10,89,3,132,222,4,1205
4,"Provo, UT",13,1,10,0,15,20,0,156
4,"Punta Gorda, FL",35,1,45,1,40,85,1,540
4,"Raleigh/Durham, NC",584,58,450,4,644,1010,31,5013
4,"Rapid City, SD",29,8,22,0,14,45,0,312
4,"Redding, CA",4,0,5,0,4,11,0,114
4,"Reno, NV",159,12,83,0,153,266,4,1638
4,"Rhinelander, WI",4,1,2,0,0,5,0,60
4,"Richmond, VA",221,16,161,3,167,317,7,1570
4,"Riverton/Lander, WY",4,1,1,0,3,7,0,39
4,"Roanoke, VA",16,0,17,0,13,25,1,226
4,"Rochester, MN",18,3,11,0,5,29,0,124
4,"Rochester, NY",121,5,73,0,99,175,10,947
4,"Rock Springs, WY",4,0,5,0,5,8,0,39
4,"Rockford, IL",3,1,4,0,2,5,0,66
4,"Roswell, NM",4,1,8,0,7,14,1,60
4,"Sacramento, CA",473,22,268,6,504,748,8,4394
4,"Saginaw/Bay City/Midland, MI",19,4,11,0,6,29,0,168
4,"Saipan, TT",0,0,0,0,0,0,0,30
4,"Salina, KS",4,0,5,0,6,10,2,61
4,"Salt Lake City, UT",765,72,462,8,616,1240,20,9328
4,"San Angelo, TX",9,3,4,0,12,20,2,90
4,"San Antonio, TX",499,38,463,3,473,807,16,3401
4,"San Diego, CA",863,49,856,6,816,1512,35,7584
4,"San Francisco, CA",1039,123,3683,7,1161,4460,84,10645
4,"San Jose, CA",368,10,213,3,425,623,12,3919
4,"San Juan, PR",385,24,284,9,279,563,20,2920
4,"San Luis Obispo, CA",35,1,35,3,24,69,6,408
4,"Sanford, FL",48,11,66,1,65,130,9,754
4,"Santa Ana, CA",312,21,276,1,338,601,17,3598
4,"Santa Barbara, CA",55,9,45,0,58,106,9,557
4,"Santa Fe, NM",11,7,17,0,8,32,3,170
4,"Santa Maria, CA",0,0,0,0,0,0,0,8
4,"Santa Rosa, CA",19,0,27,0,21,49,0,264
4,"Sarasota/Bradenton, FL",169,12,155,0,145,286,14,1615
4,"Sault Ste. Marie, MI",10,0,2,0,0,10,0,60
4,"Savannah, GA",181,13,161,0,189,322,9,1664
4,"Scottsbluff, NE",6,1,5,0,6,13,1,51
4,"Scranton/Wilkes-Barre, PA",17,1,9,0,23,30,0,92
4,"Seattle, WA",993,79,1042,14,1011,2047,44,12918
4,"Sheridan, WY",8,0,3,0,1,9,0,60
4,"Shreveport, LA",17,15,30,0,29,55,7,330
4,"Sioux City, IA",7,2,4,0,2,11,0,60
4,"Sioux Falls, SD",65,8,36,0,32,92,1,598
4,"Sitka, AK",5,0,1,0,6,6,0,90
4,"South Bend, IN",66,13,52,0,25,106,3,541
4,"Spokane, WA",143,12,84,3,104,226,5,1473
4,"Springfield, IL",0,1,3,0,1,3,0,10
4,"Springfield, MO",70,18,80,0,64,129,7,665
4,"St. Cloud, MN",0,0,0,0,0,0,0,15
4,"St. George, UT",12,4,9,0,3,18,0,254
4,"St. Louis, MO",581,37,391,7,617,946,25,5445
4,"St. Petersburg, FL",38,7,42,1,47,92,5,641
4,"State College, PA",10,0,3,0,5,14,0,60
4,"Stillwater, OK",4,7,11,0,7,15,1,60
4,"Stockton, CA",4,1,3,0,3,7,0,36
4,"Sun Valley/Hailey/Ketchum, ID",3,4,4,0,1,8,0,98
4,"Syracuse, NY",118,12,79,0,118,199,7,1104
4,"Tallahassee, FL",40,9,54,1,39,81,3,503
4,"Tampa, FL",708,54,707,7,821,1350,92,7118
4,"Texarkana, AR",7,7,6,0,10,18,1,60
4,"Toledo, OH",5,0,7,0,4,7,0,40
4,"Traverse City, MI",31,2,24,2,22,50,0,224
4,"Trenton, NJ",24,0,13,0,23,40,1,201
4,"Tucson, AZ",204,23,175,2,161,319,7,1663
4,"Tulsa, OK",151,28,98,1,145,258,13,1394
4,"Twin Falls, ID",6,0,1,0,0,6,0,60
4,"Tyler, TX",3,5,2,0,0,8,1,90
4,"Valdosta, GA",5,2,5,0,1,10,0,60
4,"Valparaiso, FL",84,19,73,2,83,142,6,843
4,"Victoria, TX",3,0,0,0,2,5,0,51
4,"Waco, TX",10,4,11,0,8,19,4,90
4,"Walla Walla, WA",2,0,1,0,2,4,0,60
4,"Washington, DC",1485,147,1566,18,1475,2831,95,15850
4,"West Palm Beach/Palm Beach, FL",323,26,298,2,286,549,29,2767
4,"White Plains, NY",144,15,121,4,102,219,15,1058
4,"Wichita Falls, TX",3,2,4,0,3,10,1,56
4,"Wichita, KS",96,21,72,1,91,182,7,842
4,"Williston, ND",15,0,4,0,1,15,0,146
4,"Wilmington, NC",74,6,70,0,78,130,3,597
4,"Worcester, MA",10,1,8,0,6,14,3,124
4,"Wrangell, AK",2,0,4,0,6,7,1,60
4,"Yakutat, AK",0,0,4,0,7,9,1,60
4,"Yuma, AZ",4,2,6,0,4,10,1,131
5,"Aberdeen, SD",9,2,5,0,0,10,0,62
5,"Abilene, TX",22,16,33,0,41,55,4,144
5,"Adak Island, AK",1,0,1,0,0,2,0,9
5,"Aguadilla, PR",42,1,19,0,26,52,1,253
5,"Akron, OH",42,10,38,0,37,79,6,306
5,"Albany, GA",11,5,8,0,0,18,1,62
5,"Albany, NY",186,19,93,1,168,268,5,1015
5,"Albuquerque, NM",351,38,244,2,354,550,42,2136
5,"Alexandria, LA",13,6,16,0,6,26,5,155
5,"Allentown/Bethlehem/Easton, PA",34,9,47,1,39,81,5,391
5,"Alpena, MI",11,3,7,0,0,12,0,53
5,"Amarillo, TX",64,18,74,0,77,129,18,421
5,"Anchorage, AK",242,18,353,16,199,468,15,1724
5,"Appleton, WI",70,21,67,0,62,139,5,532
5,"Arcata/Eureka, CA",13,2,12,0,6,25,0,123
5,"Asheville, NC",131,32,155,3,142,268,9,1124
5,"Ashland, WV",5,1,8,0,8,13,0,31
5,"Aspen, CO",27,9,23,0,16,55,3,210
5,"Atlanta, GA",3190,495,3365,22,3778,6497,186,29868
5,"Atlantic City, NJ",38,0,49,2,27,64,3,286
5,"Augusta, GA",35,14,34,1,30,68,2,310
5,"Austin, TX",1402,166,1669,5,1395,2579,118,7851
5,"Bakersfield, CA",27,9,26,0,22,47,5,205
5,"Baltimore, MD",1271,96,851,13,1463,2042,63,8655
5,"Bangor, ME",26,4,20,0,32,45,4,225
5,"Barrow, AK",3,0,2,0,3,6,0,31
5,"Baton Rouge, LA",55,25,73,1,73,125,11,441
5,"Beaumont/Port Arthur, TX",6,5,3,0,0,11,4,62
5,"Belleville, IL",6,3,10,0,9,15,0,98
5,"Bellingham, WA",17,0,13,0,29,34,0,244
5,"Bemidji, MN",5,0,1,0,0,5,0,62
5,"Bend/Redmond, OR",54,5,34,0,33,78,1,458
5,"Bethel, AK",3,2,4,0,2,8,0,62
5,"Billings, MT",47,14,36,0,44,80,1,342
5,"Binghamton, NY",3,2,2,0,2,5,0,31
5,"Birmingham, AL",232,51,240,3,258,444,21,1513
5,"Bismarck/Mandan, ND",24,17,30,0,18,58,1,349
5,"Bloomington/Normal, IL",18,9,24,0,23,38,2,158
5,"Boise, ID",249,32,172,5,185,399,8,2020
5,"Boston, MA",1655,172,2022,12,1660,3333,83,12661
5,"Bozeman, MT",88,11,35,0,88,136,2,721
5,"Brainerd, MN",3,0,1,0,0,3,0,53
5,"Bristol/Johnson City/Kingsport, TN",16,4,18,0,13,32,3,168
5,"Brownsville, TX",36,13,44,0,27,63,11,191
5,"Brunswick, GA",16,4,9,0,0,22,0,62
5,"Buffalo, NY",331,28,171,1,313,469,19,1879
5,"Burbank, CA",309,16,205,0,332,523,16,2327
5,"Burlington, VT",77,6,47,1,81,122,7,631
5,"Butte, MT",4,0,1,0,0,4,0,58
5,"Casper, WY",8,2,6,0,3,14,0,104
5,"Cedar City, UT",6,0,0,0,0,5,0,53
5,"Cedar Rapids/Iowa City, IA",120,26,103,0,118,203,9,669
5,"Champaign/Urbana, IL",19,13,27,0,30,47,3,124
5,"Charleston, SC",355,40,250,2,358,571,24,2406
5,"Charleston/Dunbar, WV",50,16,53,0,34,99,6,305
5,"Charlotte Amalie, VI",59,6,67,1,31,94,2,541
5,"Charlotte, NC",2854,600,3152,43,3868,5721,252,19206
5,"Charlottesville, VA",19,2,31,0,14,48,6,285
5,"Chattanooga, TN",83,21,80,0,72,155,12,586
5,"Cheyenne, WY",4,0,2,0,2,6,0,58
5,"Chicago, IL",4233,683,4973,21,4513,8560,484,31818
5,"Christiansted, VI",18,2,11,0,18,24,0,102
5,"Cincinnati, OH",516,83,520,4,626,981,44,3712
5,"Clarksburg/Fairmont, WV",3,2,3,0,1,4,0,19
5,"Cleveland, OH",491,69,402,8,545,857,55,3670
5,"Cody, WY",5,0,4,0,2,8,0,29
5,"College Station/Bryan, TX",10,7,14,0,11,26,7,92
5,"Colorado Springs, CO",205,26,116,1,186,312,17,1069
5,"Columbia, MO",20,13,32,0,39,56,5,149
5,"Columbia, SC",78,17,68,1,94,148,12,592
5,"Columbus, GA",17,4,12,0,3,25,0,88
5,"Columbus, MS",5,0,3,0,7,9,0,62
5,"Columbus, OH",520,80,382,4,576,874,34,3664
5,"Concord, NC",6,0,4,0,7,10,0,61
5,"Cordova, AK",2,0,5,1,5,7,1,62
5,"Corpus Christi, TX",43,16,56,2,70,108,17,328
5,"Dallas, TX",941,82,1139,2,1223,1878,189,6207
5,"Dallas/Fort Worth, TX",4197,1334,5862,38,5108,9075,1724,27104
5,"Dayton, OH",79,28,107,1,87,181,12,712
5,"Daytona Beach, FL",37,6,35,0,37,70,3,274
5,"Deadhorse, AK",2,1,0,0,2,5,0,50
5,"Decatur, IL",15,3,9,0,6,26,5,85
5,"Denver, CO",3214,388,3609,17,3466,6460,252,26364
5,"Des Moines, IA",198,27,192,4,210,359,23,1254
5,"Detroit, MI",1213,216,1012,15,1029,2112,60,11295
5,"Devils Lake, ND",4,1,5,0,6,11,0,58
5,"Dickinson, ND",5,1,2,0,1,7,1,57
5,"Dodge City, KS",3,0,4,0,5,10,0,54
5,"Dothan, AL",7,1,8,0,5,11,0,62
5,"Duluth, MN",23,10,15,0,10,41,1,176
5,"Durango, CO",39,4,23,0,14,50,6,284
5,"Eagle, CO",11,2,9,0,6,20,2,151
5,"El Paso, TX",260,41,201,1,302,431,34,1470
5,"Elko, NV",1,0,0,0,0,1,0,31
5,"Elmira/Corning, NY",17,4,10,0,2,21,0,80
5,"Escanaba, MI",2,1,1,0,0,3,0,53
5,"Eugene, OR",80,13,55,0,80,127,4,589
5,"Evansville, IN",22,12,21,0,13,40,2,161
5,"Everett, WA",7,1,14,0,9,17,0,90
5,"Fairbanks, AK",55,4,51,1,40,91,3,309
5,"Fargo, ND",70,29,69,1,68,144,3,541
5,"Fayetteville, AR",138,53,200,2,143,301,16,1152
5,"Fayetteville, NC",11,3,5,1,5,16,2,92
5,"Flagstaff, AZ",19,3,9,0,3,25,2,156
5,"Flint, MI",29,8,23,0,26,50,3,168
5,"Fort Dodge, IA",4,0,9,0,6,13,3,54
5,"Fort Lauderdale, FL",1139,115,1215,15,1092,2076,70,7891
5,"Fort Myers, FL",337,44,331,2,376,668,25,2606
5,"Fort Smith, AR",17,10,17,0,14,31,5,93
5,"Fort Wayne, IN",42,20,53,0,35,93,6,338
5,"Fresno, CA",157,33,145,1,147,267,14,1006
5,"Gainesville, FL",23,2,20,2,25,48,5,247
5,"Garden City, KS",6,8,9,0,16,21,2,62
5,"Gillette, WY",2,2,4,0,2,7,1,62
5,"Grand Forks, ND",11,1,5,0,0,12,0,102
5,"Grand Island, NE",10,5,8,0,5,19,4,80
5,"Grand Junction, CO",28,22,38,0,32,74,5,301
5,"Grand Rapids, MI",224,30,167,5,229,373,21,1439
5,"Great Falls, MT",19,1,10,0,8,30,0,210
5,"Green Bay, WI",51,15,34,0,24,91,4,351
5,"Greensboro/High Point, NC",117,32,107,2,150,241,24,1016
5,"Greer, SC",227,42,214,1,230,397,19,1449
5,"Guam, TT",6,0,2,0,1,6,1,62
5,"Gulfport/Biloxi, MS",37,20,49,1,50,89,11,283
