month,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
5,"Harlingen/San Benito, TX",51,10,68,0,84,109,12,356
5,"Harrisburg, PA",57,10,66,1,63,113,6,483
5,"Hartford, CT",201,16,222,4,279,416,18,1911
5,"Hattiesburg/Laurel, MS",5,0,9,1,9,16,6,54
5,"Hayden, CO",3,3,9,0,5,14,0,102
5,"Hays, KS",2,3,4,0,13,18,0,62
5,"Helena, MT",9,2,9,0,2,16,0,124
5,"Hibbing, MN",3,2,0,0,0,5,0,53
5,"Hilo, HI",74,6,24,0,97,110,8,577
5,"Hilton Head, SC",36,6,45,0,62,83,3,232
5,"Hobbs, NM",3,2,1,0,1,6,0,16
5,"Honolulu, HI",697,15,181,18,479,861,89,5232
5,"Houston, TX",2972,794,2698,10,3155,5331,465,15135
5,"Huntsville, AL",96,32,142,1,120,217,20,810
5,"Hyannis, MA",2,0,2,0,3,3,0,9
5,"Idaho Falls, ID",22,9,20,0,8,45,2,334
5,"Indianapolis, IN",420,53,489,1,455,852,50,4138
5,"International Falls, MN",3,2,1,0,0,5,0,53
5,"Iron Mountain/Kingsfd, MI",5,1,1,0,0,6,0,62
5,"Islip, NY",33,3,27,0,63,73,8,417
5,"Ithaca/Cortland, NY",5,2,5,0,4,13,2,121
5,"Jackson, WY",21,12,49,0,28,74,5,324
5,"Jackson/Vicksburg, MS",76,32,90,0,100,170,13,664
5,"Jacksonville, FL",344,37,405,1,430,685,40,2741
5,"Jacksonville/Camp Lejeune, NC",9,2,10,0,17,24,1,104
5,"Jamestown, ND",0,1,2,0,1,3,0,12
5,"Johnstown, PA",3,0,7,0,11,16,1,62
5,"Joplin, MO",6,1,3,0,3,11,0,53
5,"Juneau, AK",18,3,25,0,25,43,8,398
5,"Kahului, HI",238,7,115,4,210,351,33,2169
5,"Kalamazoo, MI",13,2,4,0,0,15,1,88
5,"Kalispell, MT",18,5,17,0,21,39,0,254
5,"Kansas City, MO",481,59,522,0,618,971,57,4346
5,"Ketchikan, AK",11,0,11,0,25,33,5,217
5,"Key West, FL",104,28,117,2,154,208,2,630
5,"Killeen, TX",25,17,25,0,23,48,5,153
5,"King Salmon, AK",0,0,1,0,1,1,1,22
5,"Knoxville, TN",139,41,179,1,180,325,19,1345
5,"Kodiak, AK",4,0,2,0,4,7,0,72
5,"Kona, HI",117,5,62,0,142,200,15,1323
5,"Kotzebue, AK",0,0,0,0,1,1,0,31
5,"La Crosse, WI",4,0,6,0,7,11,1,50
5,"Lafayette, LA",14,21,24,0,37,53,9,243
5,"Lake Charles, LA",10,10,15,0,11,27,6,93
5,"Lansing, MI",15,3,9,0,7,23,1,115
5,"Laramie, WY",1,3,3,0,1,7,0,54
5,"Laredo, TX",11,0,30,0,36,49,9,160
5,"Las Vegas, NV",2158,77,1683,7,2297,3721,110,16345
5,"Latrobe, PA",2,0,8,0,3,8,0,61
5,"Lawton/Fort Sill, OK",11,6,7,0,3,20,9,92
5,"Lewiston, ID",5,3,3,0,0,8,0,93
5,"Lexington, KY",61,22,102,2,110,181,17,775
5,"Liberal, KS",2,0,4,0,8,11,0,54
5,"Lihue, HI",121,6,42,0,142,192,32,1346
5,"Lincoln, NE",15,6,18,0,13,38,2,131
5,"Little Rock, AR",142,84,184,1,154,317,26,1120
5,"Long Beach, CA",142,3,80,0,176,240,5,1522
5,"Longview, TX",9,4,8,0,8,17,3,62
5,"Los Angeles, CA",2135,67,2036,10,1821,3652,91,16587
5,"Louisville, KY",279,37,325,4,311,546,33,2295
5,"Lubbock, TX",51,19,63,0,72,126,34,561
5,"Madison, WI",126,33,123,0,111,244,20,1031
5,"Manchester, NH",32,1,64,2,73,100,2,477
5,"Manhattan/Ft. Riley, KS",9,1,7,0,11,14,3,62
5,"Marquette, MI",6,6,12,0,7,17,0,85
5,"Martha's Vineyard, MA",2,2,4,1,3,7,3,40
5,"Mason City, IA",2,0,8,0,7,14,3,54
5,"Medford, OR",30,6,25,0,21,51,3,364
5,"Melbourne, FL",18,1,27,0,39,49,0,241
5,"Memphis, TN",256,44,238,0,248,458,40,2015
5,"Meridian, MS",3,5,16,0,6,21,2,54
5,"Miami, FL",1842,195,1772,38,1815,3142,91,9503
5,"Midland/Odessa, TX",121,53,134,3,120,250,48,868
5,"Milwaukee, WI",206,67,250,1,275,490,26,2406
5,"Minneapolis, MN",1154,143,1187,3,708,2023,36,10850
5,"Minot, ND",9,2,5,0,3,18,0,186
5,"Mission/McAllen/Edinburg, TX",68,19,62,0,49,124,23,393
5,"Missoula, MT",26,5,37,0,32,66,2,363
5,"Mobile, AL",21,14,42,0,32,56,6,211
5,"Moline, IL",40,18,57,0,49,99,7,372
5,"Monroe, LA",14,5,16,0,20,34,4,155
5,"Monterey, CA",35,5,41,0,44,74,5,430
5,"Montgomery, AL",29,13,29,1,9,56,1,208
5,"Montrose/Delta, CO",9,3,25,0,24,36,3,151
5,"Mosinee, WI",0,2,5,0,1,6,0,62
5,"Myrtle Beach, SC",111,12,214,1,197,328,17,1614
5,"Nantucket, MA",5,0,15,0,19,26,6,127
5,"Nashville, TN",1262,189,1285,4,1645,2503,77,8811
5,"New Orleans, LA",708,111,758,2,836,1315,71,4518
5,"New York, NY",2665,192,3234,23,2401,5240,316,24720
5,"Newark, NJ",1559,136,1631,18,1370,2702,150,11358
5,"Newburgh/Poughkeepsie, NY",5,1,6,0,6,8,0,29
5,"Niagara Falls, NY",4,1,4,0,3,6,0,27
5,"Nome, AK",1,0,1,0,1,2,0,31
5,"Norfolk, VA",191,28,212,2,241,392,35,1778
5,"North Bend/Coos Bay, OR",3,1,10,0,0,11,0,34
5,"North Platte, NE",1,0,3,0,0,3,1,53
5,"Oakland, CA",383,2,221,3,412,603,14,3610
5,"Oklahoma City, OK",231,37,244,3,259,458,32,1961
5,"Omaha, NE",266,84,305,2,310,569,33,2088
5,"Ontario, CA",208,5,235,1,304,455,25,2259
5,"Orlando, FL",2260,334,2338,33,2175,3966,123,13837
5,"Pago Pago, TT",1,0,0,0,1,2,0,11
5,"Palm Springs, CA",94,10,133,0,106,231,11,1152
5,"Panama City, FL",129,22,145,1,193,248,12,826
5,"Pasco/Kennewick/Richland, WA",23,3,23,1,8,41,0,425
5,"Pellston, MI",10,4,1,0,0,14,0,69
5,"Pensacola, FL",182,56,191,2,264,364,29,1224
5,"Peoria, IL",30,16,47,0,43,84,4,297
5,"Petersburg, AK",4,0,5,0,11,12,0,62
5,"Philadelphia, PA",1171,65,1236,12,1185,2157,79,8740
5,"Phoenix, AZ",2322,39,1443,18,2320,3808,111,17203
5,"Pittsburgh, PA",327,67,505,7,450,805,45,3796
5,"Plattsburgh, NY",4,0,6,0,4,8,2,27
5,"Pocatello, ID",3,2,0,0,0,5,0,62
5,"Ponce, PR",3,1,6,0,19,18,1,93
5,"Portland, ME",68,6,61,0,71,134,15,855
5,"Portland, OR",374,21,457,2,443,877,40,5114
5,"Portsmouth, NH",3,0,3,0,3,5,1,28
5,"Prescott, AZ",5,6,7,0,5,16,0,62
5,"Providence, RI",141,7,139,0,183,269,8,1244
5,"Provo, UT",15,1,15,0,12,24,0,163
5,"Punta Gorda, FL",48,14,56,0,49,88,1,421
5,"Raleigh/Durham, NC",677,71,815,5,814,1419,60,5489
5,"Rapid City, SD",27,16,27,0,24,64,3,381
5,"Redding, CA",6,2,20,0,9,24,0,117
5,"Reno, NV",113,17,133,1,149,272,19,1709
5,"Rhinelander, WI",4,1,1,0,0,5,0,70
5,"Richmond, VA",186,20,226,4,208,387,22,1778
5,"Riverton/Lander, WY",1,0,2,0,1,3,0,39
5,"Roanoke, VA",29,6,31,0,27,53,5,248
5,"Rochester, MN",23,8,18,0,2,35,2,145
5,"Rochester, NY",91,10,101,1,107,180,9,1026
5,"Rock Springs, WY",4,0,3,0,1,7,0,40
5,"Rockford, IL",8,2,8,0,12,16,0,65
5,"Roswell, NM",12,6,5,0,2,19,8,88
5,"Sacramento, CA",423,20,329,4,510,816,26,4630
5,"Saginaw/Bay City/Midland, MI",16,4,18,0,16,40,4,179
5,"Saipan, TT",0,0,0,0,0,0,0,31
5,"Salina, KS",10,0,10,0,9,22,3,62
5,"Salt Lake City, UT",974,63,778,0,643,1640,39,9621
5,"San Angelo, TX",12,7,9,0,10,22,6,92
5,"San Antonio, TX",419,49,457,2,526,824,77,3536
5,"San Diego, CA",707,56,869,3,1054,1682,67,7936
5,"San Francisco, CA",1264,42,1062,3,1632,2556,93,10974
5,"San Jose, CA",300,16,256,3,418,629,15,4183
5,"San Juan, PR",434,35,496,2,438,794,29,3104
5,"San Luis Obispo, CA",24,3,28,0,27,58,2,400
5,"Sanford, FL",86,21,93,0,97,167,3,776
5,"Santa Ana, CA",289,14,328,0,398,673,49,3707
5,"Santa Barbara, CA",41,4,57,0,58,99,5,654
5,"Santa Fe, NM",20,19,13,0,13,51,9,221
5,"Santa Maria, CA",0,0,1,0,1,1,0,9
5,"Santa Rosa, CA",37,4,39,0,31,57,1,242
5,"Sarasota/Bradenton, FL",153,15,194,2,221,327,11,1345
5,"Sault Ste. Marie, MI",7,1,2,0,0,8,0,62
5,"Savannah, GA",215,63,223,1,282,431,21,1794
5,"Scottsbluff, NE",1,1,3,0,1,6,1,53
5,"Scranton/Wilkes-Barre, PA",24,7,27,0,39,51,3,144
5,"Seattle, WA",1638,84,1845,18,1360,3167,70,14338
5,"Sheridan, WY",3,0,1,0,2,5,1,62
5,"Shreveport, LA",35,35,35,0,61,84,11,346
5,"Sioux City, IA",10,2,9,0,5,18,1,62
5,"Sioux Falls, SD",39,16,53,0,41,98,5,572
5,"Sitka, AK",6,0,8,0,8,12,0,124
5,"South Bend, IN",109,10,60,0,61,165,12,536
5,"Spokane, WA",77,11,76,0,107,186,8,1477
5,"Springfield, IL",1,0,2,0,0,2,0,9
5,"Springfield, MO",107,63,122,0,125,217,19,736
5,"St. Cloud, MN",0,0,1,0,0,1,0,9
5,"St. George, UT",11,6,9,0,1,21,2,231
5,"St. Louis, MO",801,133,778,7,1054,1584,49,5656
5,"St. Petersburg, FL",59,26,84,0,76,141,2,668
5,"State College, PA",6,3,12,0,8,21,3,88
5,"Stillwater, OK",5,4,2,0,0,10,5,62
5,"Stockton, CA",3,1,7,0,6,10,0,41
5,"Sun Valley/Hailey/Ketchum, ID",4,0,3,0,0,5,0,108
5,"Syracuse, NY",108,17,109,0,100,201,10,1154
5,"Tallahassee, FL",67,29,83,1,91,142,5,543
5,"Tampa, FL",994,82,1185,2,1185,1909,75,6846
5,"Texarkana, AR",5,4,10,0,1,13,4,62
5,"Toledo, OH",2,0,6,0,9,10,0,29
5,"Traverse City, MI",24,9,29,0,18,49,4,274
5,"Trenton, NJ",12,1,20,0,39,50,1,170
5,"Tucson, AZ",181,19,195,1,179,372,27,1639
5,"Tulsa, OK",126,45,196,0,181,331,32,1516
5,"Twin Falls, ID",4,1,1,0,0,5,0,62
5,"Tyler, TX",13,3,13,0,3,23,3,93
5,"Valdosta, GA",5,2,10,0,8,12,1,62
5,"Valparaiso, FL",126,39,113,0,171,238,18,917
5,"Victoria, TX",2,1,4,0,3,6,7,54
5,"Waco, TX",11,5,6,0,1,19,6,92
5,"Walla Walla, WA",1,0,2,0,1,2,0,60
5,"Washington, DC",2036,226,2564,22,2150,4137,126,16613
5,"West Palm Beach/Palm Beach, FL",337,45,356,0,392,626,22,2420
5,"West Yellowstone, MT",2,4,1,0,0,6,0,34
5,"White Plains, NY",94,17,116,1,103,195,6,1017
5,"Wichita Falls, TX",11,3,2,0,0,14,4,62
5,"Wichita, KS",108,23,122,0,95,199,23,876
5,"Williston, ND",10,2,12,0,3,20,1,178
5,"Wilmington, NC",34,22,89,0,99,141,8,684
5,"Worcester, MA",11,0,14,0,17,22,3,120
5,"Wrangell, AK",0,0,3,0,14,13,0,62
5,"Yakutat, AK",1,1,3,1,4,5,2,62
5,"Yuma, AZ",22,2,9,0,7,27,3,141
6,"Aberdeen, SD",18,7,12,1,0,27,0,60
6,"Abilene, TX",10,5,12,0,20,28,2,145
6,"Adak Island, AK",0,0,0,0,0,0,1,9
6,"Aguadilla, PR",43,3,24,0,70,77,6,209
6,"Akron, OH",32,3,28,0,45,73,4,327
6,"Albany, GA",9,0,1,0,0,9,1,60
6,"Albany, NY",116,18,98,1,118,215,14,1035
6,"Albuquerque, NM",222,24,160,0,273,397,17,2079
6,"Alexandria, LA",10,2,10,2,7,21,1,169
6,"Allentown/Bethlehem/Easton, PA",34,1,20,0,32,58,3,415
6,"Alpena, MI",10,3,1,0,0,13,2,52
6,"Amarillo, TX",46,14,34,0,58,90,5,445
6,"Anchorage, AK",181,7,190,1,144,312,20,2126
6,"Appleton, WI",68,19,57,0,30,121,6,520
6,"Arcata/Eureka, CA",14,1,11,0,6,25,0,114
6,"Asheville, NC",201,12,183,11,203,328,22,1191
6,"Ashland, WV",26,2,24,0,28,41,2,90
6,"Aspen, CO",81,40,64,3,35,165,52,696
6,"Atlanta, GA",3844,150,2673,13,2252,5648,143,29361
6,"Atlantic City, NJ",20,7,32,0,16,52,4,244
6,"Augusta, GA",20,1,27,1,23,50,0,367
6,"Austin, TX",1119,78,807,24,1221,1901,55,7551
6,"Bakersfield, CA",27,3,29,0,25,47,1,221
6,"Baltimore, MD",1769,74,1059,16,1598,2514,92,8779
6,"Bangor, ME",45,11,83,0,67,121,23,512
6,"Barrow, AK",1,0,6,5,5,8,1,30
6,"Baton Rouge, LA",30,26,29,0,37,71,3,428
6,"Beaumont/Port Arthur, TX",3,2,1,0,2,7,0,60
6,"Belleville, IL",13,2,11,1,31,36,3,146
6,"Bellingham, WA",20,0,23,0,19,38,0,264
6,"Bemidji, MN",14,4,9,0,0,18,1,60
6,"Bend/Redmond, OR",55,6,36,0,31,76,1,471
6,"Bethel, AK",4,0,12,6,5,14,0,60
6,"Billings, MT",35,6,40,0,39,72,4,395
6,"Binghamton, NY",3,0,1,0,0,3,0,30
6,"Birmingham, AL",154,28,130,1,190,292,11,1457
6,"Bismarck/Mandan, ND",58,13,54,1,20,92,3,343
6,"Bloomington/Normal, IL",11,1,12,0,24,28,1,158
6,"Boise, ID",175,15,188,3,182,342,10,2063
6,"Boston, MA",1793,118,1776,13,1446,2982,196,12568
6,"Bozeman, MT",78,13,109,0,116,199,5,1036
6,"Brainerd, MN",13,3,12,0,0,18,0,52
6,"Bristol/Johnson City/Kingsport, TN",15,1,10,0,20,29,0,186
6,"Brownsville, TX",23,1,22,0,22,45,0,201
6,"Brunswick, GA",11,3,4,0,1,15,0,60
6,"Buffalo, NY",204,11,222,2,276,414,34,1916
6,"Burbank, CA",220,6,226,5,367,539,19,2670
6,"Burlington, VT",59,19,72,0,68,129,17,756
6,"Butte, MT",8,2,2,0,0,10,0,56
6,"Casper, WY",23,3,17,0,16,45,3,212
6,"Cedar City, UT",7,2,2,0,0,9,0,52
6,"Cedar Rapids/Iowa City, IA",101,17,80,0,76,171,10,684
6,"Champaign/Urbana, IL",12,8,11,0,17,27,0,116
6,"Charleston, SC",238,22,274,3,301,479,47,2392
6,"Charleston/Dunbar, WV",40,8,19,1,16,59,4,293
6,"Charlotte Amalie, VI",49,5,71,0,95,130,3,504
6,"Charlotte, NC",3475,497,2368,110,3450,5404,312,18712
6,"Charlottesville, VA",22,0,28,0,10,38,7,250
6,"Chattanooga, TN",65,7,43,2,60,103,3,547
6,"Cheyenne, WY",4,0,1,0,1,5,1,55
6,"Chicago, IL",5704,572,4891,29,5237,9377,380,31744
6,"Christiansted, VI",15,4,24,1,37,47,2,106
6,"Cincinnati, OH",382,30,388,6,362,751,57,3631
6,"Clarksburg/Fairmont, WV",7,0,5,0,10,12,1,32
6,"Cleveland, OH",399,38,394,3,418,786,69,3723
6,"Cody, WY",19,2,12,0,8,30,2,98
6,"College Station/Bryan, TX",5,3,9,0,11,17,2,90
6,"Colorado Springs, CO",121,16,105,0,123,222,13,1170
6,"Columbia, MO",24,7,19,0,39,49,4,168
6,"Columbia, SC",45,12,43,0,39,85,8,558
6,"Columbus, GA",10,1,7,0,5,13,0,84
6,"Columbus, MS",2,0,6,0,3,7,0,60
6,"Columbus, OH",329,36,333,1,350,639,54,3765
6,"Concord, NC",12,1,12,0,19,21,2,61
6,"Cordova, AK",0,0,7,2,6,10,0,60
6,"Corpus Christi, TX",23,9,34,0,50,71,8,316
6,"Dallas, TX",1155,62,682,6,1258,1759,21,6275
6,"Dallas/Fort Worth, TX",6205,858,4056,15,5996,9246,497,27690
6,"Dayton, OH",42,7,36,0,51,87,9,629
6,"Daytona Beach, FL",13,6,6,0,18,25,1,246
6,"Deadhorse, AK",1,0,4,0,5,7,1,45
6,"Decatur, IL",2,2,5,0,7,11,0,52
6,"Denver, CO",4871,310,3539,8,4650,7843,211,27585
6,"Des Moines, IA",151,18,143,3,149,297,11,1281
6,"Detroit, MI",1666,220,1314,7,908,2581,73,11408
6,"Devils Lake, ND",5,1,7,0,7,16,2,56
6,"Dickinson, ND",4,0,4,0,2,8,0,55
6,"Dillingham, AK",2,0,1,0,2,2,1,18
6,"Dodge City, KS",5,2,6,0,5,14,1,51
6,"Dothan, AL",4,2,1,0,1,8,0,60
6,"Duluth, MN",19,10,30,0,11,48,1,181
6,"Durango, CO",32,13,22,0,19,65,2,356
6,"Eagle, CO",26,3,12,0,17,39,3,219
6,"El Paso, TX",170,18,142,1,224,315,14,1516
6,"Elko, NV",5,0,0,0,0,5,0,30
6,"Elmira/Corning, NY",16,8,11,0,2,25,1,80
6,"Escanaba, MI",13,1,7,0,0,15,0,52
6,"Eugene, OR",69,5,37,1,39,99,3,607
6,"Evansville, IN",11,8,12,0,27,36,2,197
6,"Everett, WA",2,0,1,0,4,5,0,57
6,"Fairbanks, AK",31,0,29,0,36,59,2,373
6,"Fargo, ND",74,27,86,1,46,152,3,565
6,"Fayetteville, AR",119,37,116,2,146,247,7,1170
6,"Fayetteville, NC",9,4,4,0,2,14,2,145
6,"Flagstaff, AZ",21,2,6,0,1,24,0,146
6,"Flint, MI",12,9,7,0,7,26,1,159
6,"Fort Dodge, IA",2,0,4,0,11,14,0,51
6,"Fort Lauderdale, FL",1154,264,1333,101,1052,2037,295,7290
6,"Fort Myers, FL",182,44,218,0,305,439,40,2084
6,"Fort Smith, AR",10,7,15,0,34,43,0,109
6,"Fort Wayne, IN",66,11,30,1,46,101,6,397
6,"Fresno, CA",121,7,117,1,95,207,4,981
6,"Gainesville, FL",21,11,10,0,30,36,3,286
6,"Garden City, KS",6,4,10,0,8,13,2,60
6,"Gillette, WY",5,0,5,0,3,10,0,60
6,"Grand Forks, ND",20,4,30,0,1,36,1,99
6,"Grand Island, NE",13,2,7,4,7,19,1,78
6,"Grand Junction, CO",37,9,26,0,25,70,0,346
6,"Grand Rapids, MI",162,38,182,1,186,348,24,1526
6,"Great Falls, MT",11,3,11,0,6,19,1,191
6,"Green Bay, WI",53,19,52,0,24,100,6,373
6,"Greensboro/High Point, NC",75,16,89,0,95,170,27,1029
6,"Greer, SC",106,29,130,2,115,232,23,1413
6,"Guam, TT",11,0,2,0,0,11,0,60
6,"Gulfport/Biloxi, MS",26,7,24,0,37,56,0,298
6,"Gunnison, CO",9,0,3,0,2,12,0,65
6,"Gustavus, AK",0,0,0,0,0,0,0,30
6,"Hagerstown, MD",10,2,3,1,16,16,1,36
6,"Hancock/Houghton, MI",5,1,3,0,6,12,1,60
6,"Harlingen/San Benito, TX",39,5,42,1,63,77,2,319
6,"Harrisburg, PA",64,9,48,0,53,109,5,503
6,"Hartford, CT",203,28,244,1,287,434,24,1884
6,"Hattiesburg/Laurel, MS",5,0,3,0,5,9,2,51
6,"Hayden, CO",11,2,8,0,6,21,1,122
6,"Hays, KS",2,0,2,0,2,4,0,51
6,"Helena, MT",11,0,13,0,1,15,0,120
6,"Hibbing, MN",10,4,10,0,0,14,0,52
6,"Hilo, HI",51,1,9,0,63,69,0,547
6,"Hilton Head, SC",17,4,16,0,26,41,7,236
6,"Hobbs, NM",12,2,7,0,1,15,2,60
6,"Honolulu, HI",623,2,152,5,349,752,27,5217
6,"Houston, TX",2775,337,2005,27,2504,4407,165,15103
6,"Huntsville, AL",108,9,66,1,81,158,4,739
6,"Hyannis, MA",5,2,16,0,12,21,2,65
6,"Idaho Falls, ID",27,6,15,0,12,46,1,327
6,"Indianapolis, IN",400,32,448,5,439,809,58,4158
6,"International Falls, MN",11,7,12,0,0,17,2,56
6,"Iron Mountain/Kingsfd, MI",21,2,7,0,0,23,1,60
6,"Islip, NY",38,3,28,0,47,70,7,397
6,"Ithaca/Cortland, NY",4,1,7,0,7,11,6,61
6,"Jackson, WY",42,10,46,1,50,103,10,580
6,"Jackson/Vicksburg, MS",77,14,51,1,89,119,5,582
6,"Jacksonville, FL",247,88,246,0,354,564,40,2575
6,"Jacksonville/Camp Lejeune, NC",2,1,5,0,4,8,0,146
6,"Jamestown, ND",3,0,6,0,4,7,7,39
6,"Johnstown, PA",6,0,2,0,3,9,0,60
6,"Joplin, MO",1,3,7,0,4,11,0,52
6,"Juneau, AK",25,2,29,0,35,59,3,485
6,"Kahului, HI",167,2,62,1,157,254,17,2276
6,"Kalamazoo, MI",15,3,4,0,0,17,2,84
6,"Kalispell, MT",37,5,42,1,52,83,1,468
6,"Kansas City, MO",454,40,455,3,602,899,37,4450
6,"Ketchikan, AK",19,3,15,0,20,39,4,252
6,"Key West, FL",61,21,70,3,102,137,19,509
6,"Killeen, TX",31,7,19,0,35,49,3,147
6,"King Salmon, AK",0,0,4,1,2,5,0,36
6,"Knoxville, TN",137,20,116,0,136,246,19,1467
6,"Kodiak, AK",2,0,2,2,3,7,3,76
6,"Kona, HI",98,1,40,1,95,139,7,1399
6,"Kotzebue, AK",0,0,2,0,4,4,0,30
6,"La Crosse, WI",0,0,1,0,1,1,0,13
6,"Lafayette, LA",35,16,19,0,28,55,3,272
6,"Lake Charles, LA",9,7,5,0,4,18,0,90
6,"Lansing, MI",22,14,14,0,4,39,0,109
6,"Laramie, WY",7,2,5,0,4,14,2,51
6,"Laredo, TX",10,0,16,0,29,34,4,165
6,"Las Vegas, NV",2515,139,2052,5,2386,4041,102,15699
6,"Latrobe, PA",1,0,2,0,4,6,0,60
6,"Lawton/Fort Sill, OK",9,4,7,0,2,15,0,90
6,"Lewiston, ID",5,0,0,0,0,5,0,90
6,"Lexington, KY",77,16,71,0,89,149,10,817
6,"Liberal, KS",3,1,3,0,2,6,1,51
6,"Lihue, HI",99,2,43,1,122,158,7,1385
6,"Lincoln, NE",20,4,12,0,9,33,0,210
6,"Little Rock, AR",143,43,133,0,159,277,7,1137
6,"Long Beach, CA",105,2,68,0,157,208,3,1484
6,"Longview, TX",2,2,2,0,4,7,0,60
6,"Los Angeles, CA",2280,80,2205,7,1842,3800,102,16676
6,"Louisville, KY",205,32,223,1,176,387,23,2156
6,"Lubbock, TX",44,10,39,0,53,82,9,508
6,"Madison, WI",116,30,131,1,104,239,13,1051
6,"Manchester, NH",32,5,35,1,51,75,2,499
6,"Manhattan/Ft. Riley, KS",4,3,5,0,9,12,2,86
6,"Marquette, MI",11,2,10,1,9,16,0,88
6,"Martha's Vineyard, MA",13,10,40,0,33,57,10,233
6,"Mason City, IA",0,0,5,0,11,11,0,51
6,"Medford, OR",41,7,30,0,24,66,1,371
6,"Melbourne, FL",11,1,7,0,16,24,1,226
6,"Memphis, TN",224,19,205,1,211,395,27,2093
6,"Meridian, MS",7,0,6,1,3,11,1,51
6,"Miami, FL",1517,564,1358,20,1824,2886,392,8553
6,"Midland/Odessa, TX",109,37,96,3,99,206,5,833
6,"Milwaukee, WI",206,22,260,0,261,469,33,2443
6,"Minneapolis, MN",2001,346,2033,2,1522,3540,56,11265
6,"Minot, ND",37,15,41,1,10,68,1,199
6,"Mission/McAllen/Edinburg, TX",60,13,58,1,57,116,10,409
6,"Missoula, MT",51,4,46,0,50,97,3,508
6,"Mobile, AL",22,2,17,1,29,42,2,216
6,"Moline, IL",34,8,35,0,43,72,3,360
6,"Monroe, LA",13,4,7,1,19,27,0,169
6,"Monterey, CA",45,6,39,0,40,82,1,426
6,"Montgomery, AL",19,8,15,0,20,41,3,225
6,"Montrose/Delta, CO",22,5,30,0,28,60,2,240
6,"Mosinee, WI",3,3,17,0,10,20,0,60
6,"Myrtle Beach, SC",166,19,224,2,261,413,38,1952
6,"Nantucket, MA",30,0,45,1,46,74,17,346
6,"Nashville, TN",1099,151,934,10,1332,2025,92,8899
6,"New Orleans, LA",502,55,518,5,678,982,53,4205
6,"New York, NY",2992,240,3045,31,2616,5305,831,24017
6,"Newark, NJ",1694,174,1517,13,1496,2675,390,10768
6,"Newburgh/Poughkeepsie, NY",4,4,4,0,7,9,1,35
6,"Niagara Falls, NY",7,1,8,0,6,11,1,29
6,"Nome, AK",1,1,7,0,5,7,0,30
6,"Norfolk, VA",241,42,192,0,231,417,47,1857
6,"North Bend/Coos Bay, OR",0,0,2,0,1,3,0,39
6,"North Platte, NE",3,1,5,0,4,10,2,52
6,"Oakland, CA",485,7,269,13,532,742,14,3621
6,"Oklahoma City, OK",212,24,160,0,204,371,18,2039
6,"Omaha, NE",289,50,248,2,277,511,23,2058
6,"Ontario, CA",213,10,175,0,244,400,27,2304
6,"Orlando, FL",1959,610,1817,53,2102,3646,151,13175
6,"Pago Pago, TT",3,0,0,0,1,3,0,12
6,"Palm Springs, CA",68,3,65,0,50,115,1,656
6,"Panama City, FL",139,35,91,2,199,261,6,1016
6,"Pasco/Kennewick/Richland, WA",35,3,28,1,22,58,1,410
6,"Pellston, MI",15,6,3,0,0,20,0,111
6,"Pensacola, FL",138,35,141,0,215,304,21,1378
6,"Peoria, IL",39,7,23,1,50,78,2,318
6,"Petersburg, AK",3,0,4,0,8,10,0,60
6,"Philadelphia, PA",1371,138,1084,18,1318,2268,259,9374
6,"Phoenix, AZ",2353,69,1653,25,2231,3693,78,15839
6,"Pittsburgh, PA",362,58,455,7,476,814,59,3926
6,"Plattsburgh, NY",4,0,7,0,6,11,2,33
6,"Pocatello, ID",6,0,0,0,0,6,0,60
6,"Ponce, PR",14,0,7,0,20,25,2,81
6,"Portland, ME",118,38,158,0,169,289,45,1285
6,"Portland, OR",473,24,453,6,612,985,34,5268
6,"Portsmouth, NH",3,2,3,0,6,7,1,28
6,"Prescott, AZ",6,4,6,0,5,15,0,60
6,"Providence, RI",111,17,133,0,139,243,10,1279
6,"Provo, UT",14,2,13,0,9,24,0,159
6,"Punta Gorda, FL",53,22,61,0,59,100,4,490
6,"Raleigh/Durham, NC",682,59,634,6,694,1257,120,5509
6,"Rapid City, SD",67,20,53,1,58,119,13,538
6,"Redding, CA",7,0,7,0,12,21,0,115
6,"Reno, NV",151,14,133,1,202,307,14,1805
6,"Rhinelander, WI",29,9,18,0,0,38,0,82
6,"Richmond, VA",189,15,171,4,177,332,31,1632
6,"Riverton/Lander, WY",5,1,3,0,2,7,2,60
6,"Roanoke, VA",34,6,22,0,25,59,1,229
6,"Rochester, MN",13,7,19,0,9,32,1,95
6,"Rochester, NY",88,12,80,1,105,169,26,1015
6,"Rock Springs, WY",1,0,1,0,0,1,0,60
6,"Rockford, IL",5,1,9,1,10,15,2,73
6,"Roswell, NM",16,5,12,0,3,25,0,90
6,"Sacramento, CA",508,26,344,14,628,905,28,4756
6,"Saginaw/Bay City/Midland, MI",29,6,15,0,2,38,3,190
6,"Saipan, TT",6,0,4,0,5,8,0,30
6,"Salina, KS",2,3,4,0,2,8,0,51
6,"Salt Lake City, UT",1204,77,726,2,777,1818,31,9610
6,"San Angelo, TX",10,5,14,2,8,21,3,90
6,"San Antonio, TX",390,37,360,10,472,760,29,3555
6,"San Diego, CA",1037,91,1265,4,1433,2210,61,8291
