week_number,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
48,"Cordova, AK",0,0,1,0,3,3,0,12
48,"Corpus Christi, TX",4,0,2,0,1,6,0,82
48,"Dallas, TX",109,2,46,1,102,144,0,1379
48,"Dallas/Fort Worth, TX",502,50,379,13,441,863,5,5771
48,"Dayton, OH",9,0,5,1,6,14,0,140
48,"Daytona Beach, FL",2,0,1,0,0,2,0,50
48,"Deadhorse, AK",1,0,1,0,0,1,0,11
48,"Decatur, IL",6,0,4,0,0,6,0,13
48,"Denver, CO",582,35,506,6,446,995,13,5836
48,"Des Moines, IA",31,1,26,0,33,59,0,295
48,"Detroit, MI",331,69,232,2,239,542,1,2561
48,"Devils Lake, ND",3,0,1,0,0,3,0,13
48,"Dickinson, ND",0,1,1,0,0,1,0,13
48,"Dodge City, KS",1,1,0,0,0,2,0,13
48,"Dothan, AL",0,0,0,0,0,0,0,19
48,"Duluth, MN",7,1,1,0,1,9,0,44
48,"Durango, CO",11,2,9,0,7,20,0,78
48,"Eagle, CO",6,0,3,0,1,6,0,27
48,"El Paso, TX",40,0,9,0,30,48,1,363
48,"Elko, NV",1,0,0,0,0,1,0,7
48,"Elmira/Corning, NY",7,2,6,0,0,9,0,22
48,"Escanaba, MI",3,2,2,0,0,5,0,13
48,"Eugene, OR",14,1,11,0,16,21,1,153
48,"Evansville, IN",3,1,2,0,1,4,0,40
48,"Everett, WA",0,0,3,0,5,5,1,18
48,"Fairbanks, AK",8,0,10,0,5,16,0,53
48,"Fargo, ND",23,2,23,0,13,33,0,137
48,"Fayetteville, AR",26,3,29,0,17,45,0,293
48,"Fayetteville, NC",1,0,0,0,0,1,0,31
48,"Flagstaff, AZ",6,2,5,0,5,13,0,47
48,"Flint, MI",12,0,11,0,11,14,0,54
48,"Fort Dodge, IA",3,0,2,0,2,5,0,13
48,"Fort Lauderdale, FL",226,1,171,2,170,314,0,1848
48,"Fort Myers, FL",81,1,66,0,57,118,1,739
48,"Fort Smith, AR",5,0,3,0,3,7,0,19
48,"Fort Wayne, IN",14,4,15,0,3,23,0,107
48,"Fresno, CA",37,6,33,0,35,70,0,248
48,"Gainesville, FL",6,0,2,0,5,8,0,57
48,"Garden City, KS",2,0,0,0,2,2,0,13
48,"Gillette, WY",0,1,0,0,1,2,0,13
48,"Grand Forks, ND",5,0,2,0,0,5,0,24
48,"Grand Island, NE",3,0,0,0,1,4,0,19
48,"Grand Junction, CO",10,3,12,0,13,24,0,81
48,"Grand Rapids, MI",55,2,47,0,40,82,1,364
48,"Great Falls, MT",4,1,2,0,0,5,0,44
48,"Green Bay, WI",17,1,9,0,1,19,0,66
48,"Greensboro/High Point, NC",19,3,14,0,15,31,0,222
48,"Greer, SC",24,0,18,0,28,43,0,315
48,"Guam, TT",1,0,0,0,0,1,0,14
48,"Gulfport/Biloxi, MS",2,0,1,0,3,5,0,61
48,"Gunnison, CO",1,2,1,0,0,3,1,13
48,"Hagerstown, MD",3,0,1,0,2,3,0,5
48,"Hancock/Houghton, MI",1,0,0,0,1,2,0,13
48,"Harlingen/San Benito, TX",4,0,1,0,4,6,0,90
48,"Harrisburg, PA",14,3,7,1,5,21,0,103
48,"Hartford, CT",61,1,36,1,44,81,0,440
48,"Hattiesburg/Laurel, MS",1,0,0,0,1,2,0,13
48,"Hayden, CO",1,0,1,0,2,3,0,26
48,"Hays, KS",1,0,0,0,1,2,0,13
48,"Helena, MT",1,0,2,0,2,3,0,26
48,"Hibbing, MN",1,1,1,0,0,2,0,13
48,"Hilo, HI",4,0,0,0,4,4,1,122
48,"Hilton Head, SC",3,0,4,0,2,5,0,19
48,"Hobbs, NM",2,0,0,0,0,2,0,14
48,"Honolulu, HI",81,1,42,0,41,106,5,1139
48,"Houston, TX",247,2,166,2,151,356,3,3283
48,"Huntsville, AL",16,1,7,0,16,26,0,160
48,"Idaho Falls, ID",13,0,9,0,5,18,0,74
48,"Indianapolis, IN",70,5,63,0,79,126,0,929
48,"International Falls, MN",4,0,1,0,0,4,0,13
48,"Iron Mountain/Kingsfd, MI",2,0,2,0,0,2,0,13
48,"Islip, NY",11,0,3,0,11,12,0,90
48,"Ithaca/Cortland, NY",0,0,1,0,1,0,0,12
48,"Jackson, WY",6,2,6,0,1,9,0,51
48,"Jackson/Vicksburg, MS",12,0,3,0,9,15,0,139
48,"Jacksonville, FL",50,0,38,0,42,77,0,616
48,"Jacksonville/Camp Lejeune, NC",2,1,0,0,3,4,0,37
48,"Jamestown, ND",2,0,1,0,2,4,0,13
48,"Johnstown, PA",2,0,2,0,1,3,0,13
48,"Joplin, MO",2,0,1,0,1,3,0,13
48,"Juneau, AK",6,0,8,0,6,12,3,69
48,"Kahului, HI",23,0,20,0,6,34,0,496
48,"Kalamazoo, MI",2,4,5,0,0,6,0,19
48,"Kalispell, MT",4,0,6,0,2,9,0,46
48,"Kansas City, MO",85,0,67,1,68,125,0,956
48,"Kearney, NE",0,0,0,0,1,1,0,13
48,"Ketchikan, AK",4,0,6,0,1,7,1,38
48,"Key West, FL",14,1,20,0,9,32,0,163
48,"Killeen, TX",3,0,2,0,5,8,0,40
48,"Knoxville, TN",36,0,32,0,30,57,0,334
48,"Kodiak, AK",1,0,1,0,0,1,0,12
48,"Kona, HI",22,1,11,0,15,34,1,303
48,"Kotzebue, AK",3,0,1,0,1,3,0,6
48,"La Crosse, WI",1,0,1,0,1,1,1,11
48,"Lafayette, LA",4,0,3,0,2,5,0,65
48,"Lake Charles, LA",1,2,1,0,1,4,0,19
48,"Lansing, MI",8,2,3,0,1,11,0,24
48,"Laramie, WY",0,0,1,0,3,3,0,13
48,"Laredo, TX",5,0,0,0,2,5,0,34
48,"Las Vegas, NV",332,13,363,4,317,604,6,3516
48,"Latrobe, PA",0,0,0,0,0,0,0,6
48,"Lawton/Fort Sill, OK",2,0,1,0,0,2,0,19
48,"Lewiston, ID",0,0,0,0,0,0,0,21
48,"Lexington, KY",17,1,11,0,10,23,0,172
48,"Liberal, KS",2,1,1,0,3,6,0,13
48,"Lihue, HI",14,0,6,0,6,17,1,295
48,"Lincoln, NE",7,1,1,0,2,9,0,49
48,"Little Rock, AR",18,1,20,0,12,29,0,242
48,"Long Beach, CA",21,2,18,0,26,37,0,341
48,"Longview, TX",3,0,1,0,1,4,0,13
48,"Los Angeles, CA",400,18,388,3,217,627,11,3681
48,"Louisville, KY",45,1,28,0,28,53,0,427
48,"Lubbock, TX",12,1,8,0,9,17,0,121
48,"Madison, WI",31,2,14,0,21,46,0,218
48,"Manchester, NH",6,0,0,0,5,8,0,99
48,"Manhattan/Ft. Riley, KS",1,0,1,0,3,3,0,19
48,"Marquette, MI",4,2,3,0,2,6,0,14
48,"Mason City, IA",2,0,2,0,2,4,0,13
48,"Medford, OR",9,12,12,0,3,23,8,83
48,"Melbourne, FL",9,0,2,0,2,9,0,58
48,"Memphis, TN",44,0,36,4,38,74,0,420
48,"Meridian, MS",0,0,0,0,0,0,0,13
48,"Miami, FL",235,5,166,5,151,317,0,2125
48,"Midland/Odessa, TX",12,0,7,0,13,24,0,179
48,"Milwaukee, WI",62,5,38,0,37,84,0,512
48,"Minneapolis, MN",233,44,167,1,127,358,2,2375
48,"Minot, ND",11,0,7,0,1,12,0,52
48,"Mission/McAllen/Edinburg, TX",13,0,2,0,9,13,0,99
48,"Missoula, MT",7,1,9,0,4,15,0,65
48,"Mobile, AL",2,0,1,0,5,4,0,52
48,"Moline, IL",7,0,2,0,5,11,0,88
48,"Monroe, LA",2,0,1,0,2,2,0,38
48,"Monterey, CA",12,1,15,0,13,26,1,100
48,"Montgomery, AL",5,0,3,0,2,7,0,55
48,"Montrose/Delta, CO",2,0,2,0,3,3,0,26
48,"Mosinee, WI",1,0,3,0,0,3,0,13
48,"Myrtle Beach, SC",16,0,14,0,14,28,0,238
48,"Nashville, TN",151,1,89,4,122,220,0,1847
48,"New Orleans, LA",95,0,51,2,72,132,0,981
48,"New York, NY",474,17,335,7,337,706,1,5248
48,"Newark, NJ",165,10,666,0,196,780,3,2408
48,"Newburgh/Poughkeepsie, NY",3,0,1,0,1,3,0,14
48,"Niagara Falls, NY",0,0,0,0,0,0,0,6
48,"Nome, AK",0,0,0,0,0,0,0,5
48,"Norfolk, VA",37,1,22,0,29,53,0,415
48,"North Bend/Coos Bay, OR",0,0,1,0,1,1,0,4
48,"North Platte, NE",2,0,0,0,1,3,0,13
48,"Oakland, CA",70,1,47,0,71,108,0,750
48,"Oklahoma City, OK",51,2,28,1,34,79,0,444
48,"Omaha, NE",52,3,36,0,39,83,1,455
48,"Ontario, CA",52,4,43,0,62,97,0,499
48,"Orlando, FL",276,3,185,1,233,409,2,3049
48,"Pago Pago, TT",0,0,0,0,0,0,0,2
48,"Palm Springs, CA",30,1,29,0,26,54,0,309
48,"Panama City, FL",7,0,1,0,5,9,0,117
48,"Pasco/Kennewick/Richland, WA",9,4,8,0,5,19,1,128
48,"Pellston, MI",6,0,1,0,0,6,0,13
48,"Pensacola, FL",24,0,12,0,18,35,0,230
48,"Peoria, IL",4,3,8,0,10,15,0,85
48,"Petersburg, AK",0,2,3,0,2,3,0,12
48,"Philadelphia, PA",159,5,146,0,161,283,1,1758
48,"Phoenix, AZ",389,23,394,5,329,705,8,4156
48,"Pittsburgh, PA",76,2,58,1,55,113,0,794
48,"Plattsburgh, NY",1,0,1,0,0,1,0,12
48,"Pocatello, ID",2,0,0,0,0,2,0,12
48,"Ponce, PR",0,0,0,0,1,1,0,11
48,"Portland, ME",18,1,13,1,16,34,0,183
48,"Portland, OR",97,5,109,2,105,199,6,1166
48,"Portsmouth, NH",0,0,0,0,0,0,1,12
48,"Prescott, AZ",1,2,2,0,1,4,0,13
48,"Presque Isle/Houlton, ME",0,0,1,0,1,1,0,7
48,"Providence, RI",27,1,14,0,19,37,0,307
48,"Provo, UT",10,1,10,0,11,22,0,72
48,"Punta Gorda, FL",7,8,12,0,20,27,1,184
48,"Raleigh/Durham, NC",94,2,56,1,86,143,0,1189
48,"Rapid City, SD",9,0,9,0,6,17,0,104
48,"Redding, CA",3,0,0,0,3,6,1,33
48,"Reno, NV",45,1,33,0,41,70,0,410
48,"Rhinelander, WI",4,2,2,0,0,5,1,13
48,"Richmond, VA",42,3,27,0,18,59,0,359
48,"Riverton/Lander, WY",3,0,0,0,0,3,0,13
48,"Roanoke, VA",8,1,7,0,7,14,0,72
48,"Rochester, MN",7,1,4,0,0,8,0,19
48,"Rochester, NY",23,1,18,0,17,37,0,210
48,"Rock Springs, WY",1,2,1,0,1,4,0,13
48,"Rockford, IL",4,0,1,0,2,4,0,17
48,"Roswell, NM",2,0,0,0,0,2,0,19
48,"Sacramento, CA",111,3,95,1,113,189,0,1089
48,"Saginaw/Bay City/Midland, MI",12,2,8,0,0,14,0,43
48,"Saipan, TT",0,0,0,0,0,0,0,7
48,"Salina, KS",2,0,1,0,0,2,0,13
48,"Salt Lake City, UT",181,14,144,0,127,289,0,2064
48,"San Angelo, TX",1,1,2,0,0,2,0,19
48,"San Antonio, TX",72,2,38,1,66,115,0,796
48,"San Diego, CA",201,18,388,3,204,506,4,1868
48,"San Francisco, CA",299,20,530,2,233,737,19,2873
48,"San Jose, CA",75,5,85,0,95,149,0,1004
48,"San Juan, PR",113,1,123,1,60,168,3,717
48,"San Luis Obispo, CA",10,0,15,0,14,24,1,124
48,"Sanford, FL",38,3,29,0,49,62,0,223
48,"Santa Ana, CA",66,1,60,1,62,118,2,823
48,"Santa Barbara, CA",14,3,16,0,13,27,1,152
48,"Santa Fe, NM",16,0,9,0,7,21,0,62
48,"Santa Maria, CA",0,0,0,0,0,0,0,2
48,"Santa Rosa, CA",9,1,16,0,14,28,1,100
48,"Sarasota/Bradenton, FL",32,1,32,0,27,50,0,341
48,"Sault Ste. Marie, MI",7,0,2,0,0,7,0,13
48,"Savannah, GA",55,0,27,1,34,69,0,377
48,"Scottsbluff, NE",2,0,1,0,1,2,0,13
48,"Scranton/Wilkes-Barre, PA",3,0,1,0,1,3,0,32
48,"Seattle, WA",202,27,230,3,155,415,9,2887
48,"Sheridan, WY",2,0,1,0,0,2,0,13
48,"Shreveport, LA",9,1,7,0,7,14,0,100
48,"Sioux City, IA",2,1,3,0,2,5,0,13
48,"Sioux Falls, SD",13,0,15,0,11,28,0,143
48,"Sitka, AK",1,1,8,0,3,8,1,20
48,"South Bend, IN",25,0,20,1,7,34,0,134
48,"Spokane, WA",33,7,40,0,25,63,0,335
48,"Springfield, IL",1,0,1,0,1,1,0,2
48,"Springfield, MO",16,0,13,0,13,28,0,190
48,"St. Cloud, MN",0,0,0,0,0,0,0,4
48,"St. George, UT",9,2,4,0,5,15,0,72
48,"St. Louis, MO",101,0,75,0,82,143,0,1250
48,"St. Petersburg, FL",24,4,24,2,34,56,0,203
48,"State College, PA",4,0,4,0,0,4,0,8
48,"Stillwater, OK",1,0,0,0,0,1,0,13
48,"Stockton, CA",2,0,4,0,1,4,0,14
48,"Sun Valley/Hailey/Ketchum, ID",2,0,1,0,0,2,0,20
48,"Syracuse, NY",43,0,20,1,15,50,1,232
48,"Tallahassee, FL",9,0,4,0,13,16,0,103
48,"Tampa, FL",161,1,119,3,108,234,0,1574
48,"Texarkana, AR",3,0,1,0,2,5,0,13
48,"Toledo, OH",0,1,1,0,1,1,0,8
48,"Traverse City, MI",7,4,7,0,4,13,0,48
48,"Trenton, NJ",1,0,0,0,1,2,0,30
48,"Tucson, AZ",58,0,31,0,30,72,0,405
48,"Tulsa, OK",25,1,20,0,20,39,0,329
48,"Twin Falls, ID",2,0,0,0,0,1,0,12
48,"Tyler, TX",3,1,0,0,1,5,0,19
48,"Valdosta, GA",0,0,0,0,2,2,0,19
48,"Valparaiso, FL",17,0,5,0,25,30,0,153
48,"Victoria, TX",0,0,0,0,0,0,0,13
48,"Waco, TX",1,0,0,0,2,3,0,19
48,"Washington, DC",313,12,269,3,228,504,2,3588
48,"West Palm Beach/Palm Beach, FL",102,0,103,0,59,152,0,604
48,"White Plains, NY",28,1,23,0,17,38,0,219
48,"Wichita Falls, TX",0,0,0,0,1,1,0,13
48,"Wichita, KS",34,1,24,0,18,52,0,224
48,"Williston, ND",6,3,4,0,3,13,0,38
48,"Wilmington, NC",11,0,6,0,9,15,0,147
48,"Worcester, MA",1,0,0,0,0,0,0,27
48,"Wrangell, AK",0,1,1,0,1,2,0,12
48,"Yakutat, AK",0,1,3,0,2,4,0,12
48,"Yuma, AZ",6,0,8,0,7,13,0,38
49,"Aberdeen, SD",3,1,2,0,0,4,0,14
49,"Abilene, TX",3,0,3,0,2,5,0,35
49,"Adak Island, AK",0,0,0,0,0,0,0,2
49,"Aguadilla, PR",10,0,14,0,10,18,0,48
49,"Akron, OH",9,1,8,0,6,16,0,67
49,"Albany, GA",3,0,1,0,0,3,0,20
49,"Albany, NY",28,1,23,1,20,38,1,215
49,"Albuquerque, NM",38,3,23,1,29,57,0,441
49,"Alexandria, LA",2,0,0,0,2,4,0,41
49,"Allentown/Bethlehem/Easton, PA",7,0,7,0,3,8,0,70
49,"Alpena, MI",2,2,1,0,0,4,0,12
49,"Amarillo, TX",5,0,2,0,8,9,0,91
49,"Anchorage, AK",26,7,36,5,34,63,3,261
49,"Appleton, WI",23,5,21,0,11,37,0,136
49,"Arcata/Eureka, CA",1,1,0,0,1,3,0,36
49,"Asheville, NC",15,0,11,1,18,24,0,170
49,"Ashland, WV",2,0,3,0,3,4,0,5
49,"Aspen, CO",11,1,3,0,6,18,0,114
49,"Atlanta, GA",505,34,376,2,417,824,2,6548
49,"Atlantic City, NJ",2,0,2,0,2,3,0,40
49,"Augusta, GA",8,1,7,0,3,13,0,71
49,"Austin, TX",184,9,193,2,134,334,0,1555
49,"Bakersfield, CA",8,1,3,0,4,10,0,62
49,"Baltimore, MD",143,1,114,1,138,223,1,1737
49,"Bangor, ME",10,1,10,0,12,17,2,63
49,"Barrow, AK",0,0,0,0,2,2,0,7
49,"Baton Rouge, LA",3,1,8,0,8,11,0,88
49,"Beaumont/Port Arthur, TX",0,1,0,0,0,1,0,14
49,"Belleville, IL",3,0,3,0,0,3,0,13
49,"Bellingham, WA",1,3,3,0,2,6,4,35
49,"Bemidji, MN",4,0,3,0,0,4,2,14
49,"Bend/Redmond, OR",11,9,13,0,4,25,21,113
49,"Bethel, AK",6,1,2,0,0,7,0,14
49,"Billings, MT",5,1,3,0,3,8,0,84
49,"Binghamton, NY",1,0,1,0,0,1,0,7
49,"Birmingham, AL",32,2,24,0,27,50,0,332
49,"Bismarck/Mandan, ND",14,3,6,0,2,19,1,87
49,"Bloomington/Normal, IL",0,0,1,0,1,2,0,33
49,"Boise, ID",48,22,53,0,34,104,11,450
49,"Boston, MA",295,13,348,2,259,553,2,2738
49,"Bozeman, MT",3,2,4,0,7,13,0,136
49,"Brainerd, MN",2,0,1,0,0,2,0,12
49,"Bristol/Johnson City/Kingsport, TN",2,0,2,0,3,5,0,46
49,"Brownsville, TX",1,0,2,0,2,3,0,29
49,"Brunswick, GA",5,0,1,0,0,5,0,21
49,"Buffalo, NY",71,7,58,0,39,100,2,410
49,"Burbank, CA",49,3,42,0,57,103,1,600
49,"Burlington, VT",24,1,21,0,14,36,0,151
49,"Butte, MT",0,0,0,0,0,0,0,14
49,"Casper, WY",1,0,0,0,1,2,0,44
49,"Cedar City, UT",1,0,1,0,0,1,0,12
49,"Cedar Rapids/Iowa City, IA",17,3,14,0,10,28,0,148
49,"Champaign/Urbana, IL",5,0,1,0,4,5,0,20
49,"Charleston, SC",41,1,34,0,40,63,0,447
49,"Charleston/Dunbar, WV",12,2,11,0,7,19,0,69
49,"Charlotte Amalie, VI",4,0,6,0,2,9,0,92
49,"Charlotte, NC",349,29,299,5,352,600,3,4027
49,"Charlottesville, VA",7,0,4,0,4,11,0,66
49,"Chattanooga, TN",15,0,20,0,15,32,0,158
49,"Cheyenne, WY",0,0,0,0,0,0,0,13
49,"Chicago, IL",676,38,749,1,452,1179,10,6339
49,"Christiansted, VI",2,0,3,0,2,4,0,19
49,"Cincinnati, OH",79,2,71,0,93,145,1,728
49,"Clarksburg/Fairmont, WV",1,0,1,0,0,1,1,3
49,"Cleveland, OH",84,4,93,0,84,147,0,728
49,"Cody, WY",1,0,0,0,1,1,0,14
49,"College Station/Bryan, TX",4,0,3,0,1,5,0,21
49,"Colorado Springs, CO",20,0,4,0,13,27,0,232
49,"Columbia, MO",3,0,3,0,3,5,0,33
49,"Columbia, SC",13,0,6,0,14,21,0,145
49,"Columbus, GA",2,0,1,0,0,2,0,20
49,"Columbus, MS",3,0,1,0,0,3,0,14
49,"Columbus, OH",90,4,81,0,71,138,2,823
49,"Concord, NC",3,0,4,0,4,4,0,10
49,"Cordova, AK",1,1,5,0,5,6,0,14
49,"Corpus Christi, TX",9,1,10,0,6,14,0,62
49,"Dallas, TX",131,2,92,1,124,197,0,1356
49,"Dallas/Fort Worth, TX",645,90,690,6,481,1127,7,5757
49,"Dayton, OH",20,0,16,0,16,26,0,139
49,"Daytona Beach, FL",7,0,1,0,7,8,0,50
49,"Deadhorse, AK",0,0,0,0,1,1,0,11
49,"Decatur, IL",1,0,0,0,0,1,0,12
49,"Denver, CO",424,35,244,3,329,652,8,5633
49,"Des Moines, IA",33,3,29,0,32,55,0,301
49,"Detroit, MI",323,64,325,1,174,548,10,2577
49,"Devils Lake, ND",0,0,0,0,0,0,0,13
49,"Dickinson, ND",0,0,0,0,1,1,0,13
49,"Dodge City, KS",0,0,0,0,1,1,0,12
49,"Dothan, AL",1,0,0,0,0,1,0,20
49,"Duluth, MN",10,3,9,0,2,15,0,42
49,"Durango, CO",7,0,0,0,1,8,0,82
49,"Eagle, CO",0,0,0,0,0,0,0,43
49,"El Paso, TX",31,0,18,0,36,53,1,340
49,"Elko, NV",1,0,0,0,0,1,0,7
49,"Elmira/Corning, NY",5,2,3,0,1,7,0,19
49,"Escanaba, MI",3,0,0,0,0,3,0,12
49,"Eugene, OR",16,10,15,0,10,31,4,155
49,"Evansville, IN",5,0,2,0,2,6,0,41
49,"Everett, WA",1,0,1,0,1,2,0,21
49,"Fairbanks, AK",9,1,7,0,1,10,0,44
49,"Fargo, ND",17,2,19,0,14,32,2,132
49,"Fayetteville, AR",38,0,31,0,25,61,0,305
49,"Fayetteville, NC",0,0,2,0,1,2,0,34
49,"Flagstaff, AZ",3,1,1,0,2,6,1,48
49,"Flint, MI",8,0,7,0,6,10,0,42
49,"Fort Dodge, IA",1,0,1,0,2,3,0,12
49,"Fort Lauderdale, FL",168,9,115,5,129,246,2,1734
49,"Fort Myers, FL",90,2,51,0,64,113,1,690
49,"Fort Smith, AR",0,0,0,0,0,0,0,21
49,"Fort Wayne, IN",24,4,14,0,8,32,0,108
49,"Fresno, CA",36,11,37,0,15,57,1,231
49,"Gainesville, FL",2,0,0,0,1,3,0,54
49,"Garden City, KS",2,0,1,0,0,2,0,14
49,"Gillette, WY",0,0,0,0,0,0,0,14
49,"Grand Forks, ND",5,2,4,0,0,7,0,24
49,"Grand Island, NE",2,1,1,0,1,5,0,20
49,"Grand Junction, CO",6,0,3,0,4,10,0,90
49,"Grand Rapids, MI",53,3,44,0,25,76,1,340
49,"Great Falls, MT",7,1,2,0,1,8,0,47
49,"Green Bay, WI",16,6,8,0,1,21,0,69
49,"Greensboro/High Point, NC",18,1,11,0,16,32,0,219
49,"Greer, SC",25,0,30,0,35,48,2,317
49,"Guam, TT",0,0,0,0,2,1,0,14
49,"Gulfport/Biloxi, MS",7,0,4,0,4,9,0,62
49,"Gunnison, CO",1,1,1,0,0,2,0,14
49,"Hagerstown, MD",2,0,1,0,2,2,0,4
49,"Hancock/Houghton, MI",5,0,1,0,1,6,1,14
49,"Harlingen/San Benito, TX",4,1,4,0,5,9,2,88
49,"Harrisburg, PA",18,2,10,0,10,24,0,98
49,"Hartford, CT",42,2,33,0,37,63,0,419
49,"Hattiesburg/Laurel, MS",1,1,0,0,0,2,0,12
49,"Hayden, CO",2,0,1,0,2,3,0,28
49,"Hays, KS",0,0,0,0,0,0,0,12
49,"Helena, MT",0,1,0,0,0,1,0,28
49,"Hibbing, MN",2,0,0,0,0,2,1,12
49,"Hilo, HI",6,0,1,0,4,6,0,128
49,"Hilton Head, SC",2,0,1,0,3,4,0,17
49,"Hobbs, NM",2,0,1,0,0,2,0,14
49,"Honolulu, HI",69,14,29,1,48,113,5,1170
49,"Houston, TX",353,12,335,0,220,569,0,3205
49,"Huntsville, AL",17,3,11,1,16,34,0,157
49,"Idaho Falls, ID",4,0,3,0,5,11,0,72
49,"Indianapolis, IN",123,3,106,0,115,187,1,886
49,"International Falls, MN",3,0,1,0,0,3,2,12
49,"Iron Mountain/Kingsfd, MI",5,0,0,0,0,5,0,14
49,"Islip, NY",8,0,7,0,11,14,0,80
49,"Ithaca/Cortland, NY",0,0,1,0,1,1,0,14
49,"Jackson, WY",3,1,1,0,1,5,0,53
49,"Jackson/Vicksburg, MS",12,0,9,0,11,18,0,132
49,"Jacksonville, FL",61,1,36,1,54,93,0,583
49,"Jacksonville/Camp Lejeune, NC",2,0,1,0,0,2,0,33
49,"Jamestown, ND",0,0,0,0,2,2,0,13
49,"Johnstown, PA",5,0,2,0,1,6,0,14
49,"Joplin, MO",0,0,2,0,1,2,0,12
49,"Juneau, AK",5,6,10,0,5,16,1,77
49,"Kahului, HI",28,4,11,1,9,37,3,504
49,"Kalamazoo, MI",6,3,4,0,0,9,0,20
49,"Kalispell, MT",2,5,2,0,2,8,0,52
49,"Kansas City, MO",92,2,68,0,94,135,0,877
49,"Kearney, NE",1,0,0,0,1,2,0,12
49,"Ketchikan, AK",4,1,5,0,4,9,1,42
49,"Key West, FL",15,0,8,0,15,23,0,169
49,"Killeen, TX",4,0,4,0,3,6,0,38
49,"Knoxville, TN",21,2,35,0,31,58,1,312
49,"Kodiak, AK",0,1,1,0,1,1,2,14
49,"Kona, HI",16,2,5,0,12,24,0,302
49,"Kotzebue, AK",1,0,0,0,1,2,0,7
49,"La Crosse, WI",0,0,0,0,1,1,0,6
49,"Lafayette, LA",4,0,1,1,1,5,0,69
49,"Lake Charles, LA",4,0,3,0,1,5,0,21
49,"Lansing, MI",6,2,5,0,0,8,0,26
49,"Laramie, WY",1,0,0,0,0,1,0,12
49,"Laredo, TX",2,0,3,0,1,3,0,37
49,"Las Vegas, NV",246,27,210,4,273,470,12,3559
49,"Latrobe, PA",0,0,1,0,0,1,0,7
49,"Lawton/Fort Sill, OK",4,1,3,0,0,5,0,21
49,"Lewiston, ID",1,0,0,0,0,1,0,21
49,"Lexington, KY",24,0,13,0,14,28,0,169
49,"Liberal, KS",0,0,1,0,1,1,0,12
49,"Lihue, HI",11,4,5,0,9,19,0,300
49,"Lincoln, NE",2,0,0,0,0,2,0,37
49,"Little Rock, AR",27,3,24,0,17,44,0,236
49,"Long Beach, CA",25,2,13,0,26,47,1,327
49,"Longview, TX",4,0,1,0,0,4,1,14
49,"Los Angeles, CA",316,62,176,0,185,496,11,3668
49,"Louisville, KY",56,4,35,1,34,80,1,425
49,"Lubbock, TX",18,0,4,1,15,26,0,129
49,"Madison, WI",40,2,24,1,28,52,1,218
49,"Manchester, NH",15,0,9,0,14,24,0,105
49,"Manhattan/Ft. Riley, KS",0,0,0,0,0,0,0,21
49,"Marquette, MI",3,1,2,0,1,5,0,14
49,"Mason City, IA",4,0,1,0,1,4,0,12
49,"Medford, OR",12,10,7,0,4,25,8,89
49,"Melbourne, FL",1,1,2,0,1,3,1,54
49,"Memphis, TN",49,1,30,0,36,64,2,406
49,"Meridian, MS",4,0,1,0,1,5,0,12
49,"Miami, FL",247,12,226,4,182,405,6,2196
49,"Midland/Odessa, TX",15,1,8,0,9,25,0,191
49,"Milwaukee, WI",74,7,50,0,46,108,1,514
49,"Minneapolis, MN",275,66,218,1,145,454,10,2391
49,"Minot, ND",3,7,4,0,0,10,0,46
49,"Mission/McAllen/Edinburg, TX",15,1,6,0,5,18,0,102
49,"Missoula, MT",7,1,10,0,3,13,1,65
49,"Mobile, AL",5,0,2,0,1,5,0,50
49,"Moline, IL",6,1,5,0,2,8,0,78
49,"Monroe, LA",4,0,2,0,1,5,0,41
49,"Monterey, CA",5,1,3,0,6,12,0,93
49,"Montgomery, AL",5,0,3,0,5,8,0,61
49,"Montrose/Delta, CO",2,0,1,0,3,4,0,34
49,"Mosinee, WI",3,1,2,0,2,4,0,14
49,"Myrtle Beach, SC",22,1,17,0,14,34,1,195
49,"Nashville, TN",182,6,152,3,167,299,1,1801
49,"New Orleans, LA",101,1,62,1,77,150,1,950
49,"New York, NY",631,61,931,5,522,1324,2,5656
49,"Newark, NJ",219,12,612,0,167,719,32,2518
49,"Newburgh/Poughkeepsie, NY",0,0,0,0,0,0,0,10
49,"Niagara Falls, NY",0,0,0,0,0,0,0,5
49,"Nome, AK",0,0,0,0,0,0,0,7
49,"Norfolk, VA",51,0,46,0,41,74,1,403
49,"North Bend/Coos Bay, OR",0,0,0,0,0,0,0,4
49,"North Platte, NE",2,0,0,0,0,2,0,12
49,"Oakland, CA",45,5,26,0,65,91,2,690
49,"Oklahoma City, OK",48,6,35,0,29,67,0,418
49,"Omaha, NE",54,9,34,0,36,80,0,442
49,"Ontario, CA",39,4,13,0,29,51,0,466
49,"Orlando, FL",289,9,149,3,218,402,3,2931
49,"Pago Pago, TT",0,0,0,0,0,0,0,2
49,"Palm Springs, CA",19,2,19,0,21,39,0,293
49,"Panama City, FL",11,0,8,0,7,16,0,100
49,"Pasco/Kennewick/Richland, WA",15,8,8,1,3,25,0,122
49,"Pellston, MI",1,0,0,0,0,1,3,12
49,"Pensacola, FL",21,0,13,1,22,35,0,221
