week_number,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
48,"Hagerstown, MD",3,0,1,0,3,3,0,5
48,"Hancock/Houghton, MI",2,2,4,0,0,5,0,13
48,"Harlingen/San Benito, TX",7,0,3,0,1,7,0,90
48,"Harrisburg, PA",14,1,4,1,7,16,0,103
48,"Hartford, CT",60,0,62,0,50,87,0,441
48,"Hattiesburg/Laurel, MS",1,0,0,0,0,1,0,13
48,"Hayden, CO",2,0,1,0,1,3,0,26
48,"Hays, KS",1,0,0,0,0,1,0,13
48,"Helena, MT",1,0,0,0,1,2,0,26
48,"Hibbing, MN",0,1,1,0,0,1,1,13
48,"Hilo, HI",4,0,1,0,4,4,1,122
48,"Hilton Head, SC",1,0,2,0,3,4,0,19
48,"Hobbs, NM",3,0,0,0,0,3,0,14
48,"Honolulu, HI",71,0,8,0,36,82,3,1139
48,"Houston, TX",230,1,175,1,155,370,2,3282
48,"Huntsville, AL",23,1,11,0,17,32,0,160
48,"Idaho Falls, ID",8,1,12,0,9,16,0,75
48,"Indianapolis, IN",54,3,81,0,46,125,0,929
48,"International Falls, MN",2,0,1,0,0,2,0,13
48,"Iron Mountain/Kingsfd, MI",3,0,1,0,0,2,0,14
48,"Islip, NY",4,0,4,0,5,9,0,90
48,"Ithaca/Cortland, NY",0,0,1,0,0,1,0,12
48,"Jackson, WY",8,2,6,0,7,13,0,51
48,"Jackson/Vicksburg, MS",11,0,5,0,9,13,0,139
48,"Jacksonville, FL",35,1,52,0,45,80,1,616
48,"Jacksonville/Camp Lejeune, NC",1,0,5,0,2,7,0,37
48,"Jamestown, ND",2,1,3,0,1,4,0,13
48,"Johnstown, PA",1,0,2,0,1,2,0,13
48,"Joplin, MO",4,0,1,0,1,5,0,13
48,"Juneau, AK",5,4,24,0,9,26,2,69
48,"Kahului, HI",23,1,7,0,17,27,1,496
48,"Kalamazoo, MI",4,3,6,0,0,7,0,19
48,"Kalispell, MT",4,1,7,0,3,7,0,46
48,"Kansas City, MO",84,2,81,0,63,133,1,957
48,"Kearney, NE",3,0,2,0,0,3,0,13
48,"Ketchikan, AK",4,1,5,0,5,9,0,38
48,"Key West, FL",17,0,15,2,21,26,0,163
48,"Killeen, TX",3,0,2,0,5,6,0,40
48,"Knoxville, TN",24,1,20,0,26,39,0,334
48,"Kodiak, AK",1,2,2,0,0,3,0,12
48,"Kona, HI",18,0,6,0,19,29,2,303
48,"Kotzebue, AK",0,0,1,1,2,2,0,6
48,"La Crosse, WI",2,0,1,0,1,3,1,11
48,"Lafayette, LA",2,0,0,0,1,2,0,65
48,"Lake Charles, LA",0,2,1,0,2,4,0,19
48,"Lansing, MI",7,4,6,0,1,11,0,24
48,"Laramie, WY",0,1,1,0,2,3,0,13
48,"Laredo, TX",3,0,2,0,6,7,0,34
48,"Las Vegas, NV",243,14,171,3,241,424,6,3518
48,"Latrobe, PA",0,0,1,0,0,1,0,6
48,"Lawton/Fort Sill, OK",4,0,1,0,0,4,0,19
48,"Lewiston, ID",1,0,0,0,0,1,0,21
48,"Lexington, KY",13,6,21,0,12,34,0,172
48,"Liberal, KS",4,0,4,0,2,6,0,13
48,"Lihue, HI",8,1,0,0,4,8,1,294
48,"Lincoln, NE",4,1,1,0,0,4,0,49
48,"Little Rock, AR",15,3,19,0,12,27,0,243
48,"Long Beach, CA",11,0,2,0,22,26,0,341
48,"Longview, TX",2,0,0,0,0,2,0,13
48,"Los Angeles, CA",249,10,157,0,223,424,7,3682
48,"Louisville, KY",25,3,49,0,27,64,0,427
48,"Lubbock, TX",11,1,5,0,4,12,0,121
48,"Madison, WI",12,3,19,1,13,31,0,218
48,"Manchester, NH",5,0,5,0,4,8,0,99
48,"Manhattan/Ft. Riley, KS",0,0,0,0,0,0,0,19
48,"Marquette, MI",2,2,3,0,0,5,0,14
48,"Mason City, IA",0,0,1,0,4,4,0,13
48,"Medford, OR",20,10,14,0,6,31,4,83
48,"Melbourne, FL",4,0,3,0,4,5,0,58
48,"Memphis, TN",36,0,36,0,29,58,0,420
48,"Meridian, MS",1,0,1,0,0,1,0,13
48,"Miami, FL",239,1,216,4,208,399,1,2125
48,"Midland/Odessa, TX",6,2,3,0,4,12,0,179
48,"Milwaukee, WI",52,4,38,0,27,80,0,511
48,"Minneapolis, MN",296,24,262,0,90,475,1,2375
48,"Minot, ND",12,6,16,0,4,22,0,52
48,"Mission/McAllen/Edinburg, TX",7,0,2,0,7,12,0,99
48,"Missoula, MT",7,1,6,0,4,12,0,65
48,"Mobile, AL",4,0,1,0,3,5,0,52
48,"Moline, IL",8,1,4,0,4,11,0,88
48,"Monroe, LA",4,0,1,0,2,5,0,38
48,"Monterey, CA",9,0,9,0,14,18,1,100
48,"Montgomery, AL",8,2,4,0,3,11,0,55
48,"Montrose/Delta, CO",3,0,2,0,3,6,0,26
48,"Mosinee, WI",2,0,2,0,1,2,0,13
48,"Myrtle Beach, SC",7,0,19,0,14,30,0,238
48,"Nashville, TN",121,4,112,1,114,215,1,1846
48,"New Orleans, LA",58,0,69,2,89,135,1,983
48,"New York, NY",435,3,412,4,293,697,0,5247
48,"Newark, NJ",337,0,302,3,333,573,1,2409
48,"Newburgh/Poughkeepsie, NY",0,0,0,0,1,1,0,14
48,"Niagara Falls, NY",0,0,0,0,0,0,0,6
48,"Nome, AK",1,0,1,0,0,1,0,5
48,"Norfolk, VA",39,2,29,1,19,54,0,415
48,"North Bend/Coos Bay, OR",0,0,1,0,0,1,0,4
48,"North Platte, NE",2,0,0,0,1,3,0,13
48,"Oakland, CA",49,1,24,1,59,79,0,751
48,"Oklahoma City, OK",40,1,18,0,28,59,0,445
48,"Omaha, NE",36,4,33,1,32,61,1,456
48,"Ontario, CA",29,2,19,0,42,56,0,498
48,"Orlando, FL",320,3,293,19,223,509,1,3049
48,"Pago Pago, TT",0,0,0,0,0,0,0,2
48,"Palm Springs, CA",19,1,22,1,22,39,0,309
48,"Panama City, FL",8,1,9,0,6,13,0,117
48,"Pasco/Kennewick/Richland, WA",9,1,4,0,3,14,0,128
48,"Pellston, MI",4,0,3,0,0,5,0,14
48,"Pensacola, FL",19,0,5,2,21,28,0,231
48,"Peoria, IL",5,1,5,0,8,11,0,84
48,"Petersburg, AK",0,0,1,0,2,2,0,12
48,"Philadelphia, PA",202,5,155,1,139,311,1,1763
48,"Phoenix, AZ",336,10,174,1,358,594,6,4141
48,"Pittsburgh, PA",52,2,67,0,39,103,0,793
48,"Plattsburgh, NY",0,0,0,0,0,0,0,12
48,"Pocatello, ID",0,0,0,0,0,0,0,12
48,"Ponce, PR",0,0,1,0,1,1,0,11
48,"Portland, ME",10,1,14,0,9,28,0,183
48,"Portland, OR",75,4,94,2,69,152,6,1165
48,"Portsmouth, NH",0,0,0,0,0,0,1,12
48,"Prescott, AZ",0,1,0,0,1,2,0,13
48,"Presque Isle/Houlton, ME",2,0,3,1,0,3,0,7
48,"Providence, RI",22,1,22,0,17,38,0,307
48,"Provo, UT",9,0,1,0,3,10,0,73
48,"Punta Gorda, FL",21,3,25,0,17,30,1,185
48,"Raleigh/Durham, NC",90,1,111,0,70,176,0,1190
48,"Rapid City, SD",12,0,9,0,7,19,0,103
48,"Redding, CA",3,0,2,0,2,6,1,33
48,"Reno, NV",31,1,30,0,27,60,0,410
48,"Rhinelander, WI",1,1,1,0,0,2,0,13
48,"Richmond, VA",29,5,27,0,15,44,0,360
48,"Riverton/Lander, WY",2,0,1,0,0,2,0,13
48,"Roanoke, VA",10,0,4,0,12,17,0,72
48,"Rochester, MN",4,0,1,0,0,4,0,19
48,"Rochester, NY",19,2,15,0,16,29,0,211
48,"Rock Springs, WY",1,0,2,0,1,3,0,13
48,"Rockford, IL",3,0,1,0,4,4,0,17
48,"Roswell, NM",1,0,3,0,1,3,0,19
48,"Sacramento, CA",85,6,65,0,90,169,1,1088
48,"Saginaw/Bay City/Midland, MI",9,3,5,0,1,12,0,43
48,"Saipan, TT",0,0,0,0,0,0,0,7
48,"Salina, KS",2,0,2,0,0,2,0,13
48,"Salt Lake City, UT",205,15,143,1,104,304,5,2066
48,"San Angelo, TX",3,0,1,1,0,4,0,19
48,"San Antonio, TX",49,0,32,1,47,85,0,797
48,"San Diego, CA",155,12,248,3,290,434,8,1868
48,"San Francisco, CA",267,15,218,1,297,525,20,2872
48,"San Jose, CA",48,3,46,1,64,108,1,1004
48,"San Juan, PR",106,1,72,0,96,151,3,716
48,"San Luis Obispo, CA",9,2,3,0,7,19,0,124
48,"Sanford, FL",42,4,37,0,35,56,0,223
48,"Santa Ana, CA",26,2,32,1,59,86,1,823
48,"Santa Barbara, CA",10,2,8,0,15,29,2,152
48,"Santa Fe, NM",10,1,2,1,4,16,0,62
48,"Santa Maria, CA",1,0,1,0,1,1,0,2
48,"Santa Rosa, CA",10,0,13,0,22,28,1,100
48,"Sarasota/Bradenton, FL",22,1,28,0,36,50,0,341
48,"Sault Ste. Marie, MI",5,1,4,0,0,5,0,13
48,"Savannah, GA",42,2,40,0,31,69,0,378
48,"Scottsbluff, NE",2,0,2,0,1,3,0,13
48,"Scranton/Wilkes-Barre, PA",3,0,3,0,2,4,0,32
48,"Seattle, WA",212,31,205,0,136,401,11,2889
48,"Sheridan, WY",1,0,0,0,0,1,0,13
48,"Shreveport, LA",12,4,10,0,5,17,0,100
48,"Sioux City, IA",3,1,1,0,1,4,0,13
48,"Sioux Falls, SD",19,5,14,1,9,30,0,143
48,"Sitka, AK",1,0,2,0,2,3,1,20
48,"South Bend, IN",30,1,21,0,11,36,0,134
48,"Spokane, WA",15,4,13,0,18,37,0,335
48,"Springfield, IL",0,1,0,0,1,1,0,2
48,"Springfield, MO",25,4,18,0,13,33,0,190
48,"St. Cloud, MN",1,0,0,0,0,1,0,4
48,"St. George, UT",6,3,8,0,3,12,0,72
48,"St. Louis, MO",116,27,144,0,110,215,0,1251
48,"St. Petersburg, FL",29,2,35,0,31,53,0,203
48,"State College, PA",1,0,1,0,3,4,0,8
48,"Stillwater, OK",0,2,2,0,0,2,0,13
48,"Stockton, CA",1,1,2,1,3,5,1,14
48,"Sun Valley/Hailey/Ketchum, ID",0,0,0,0,0,0,0,20
48,"Syracuse, NY",22,5,15,0,11,35,1,233
48,"Tallahassee, FL",17,0,13,0,14,21,0,103
48,"Tampa, FL",135,3,152,1,141,257,0,1574
48,"Texarkana, AR",3,0,0,0,1,4,0,13
48,"Toledo, OH",2,0,1,0,2,3,0,8
48,"Traverse City, MI",7,5,17,0,5,19,0,48
48,"Trenton, NJ",2,0,0,0,3,3,0,30
48,"Tucson, AZ",31,0,22,0,26,54,0,406
48,"Tulsa, OK",19,0,13,0,17,31,0,329
48,"Twin Falls, ID",0,1,0,0,0,1,0,12
48,"Tyler, TX",4,0,1,0,1,4,0,19
48,"Valdosta, GA",1,0,1,0,1,1,0,19
48,"Valparaiso, FL",15,2,9,0,18,24,0,153
48,"Victoria, TX",0,0,0,0,0,0,0,13
48,"Waco, TX",2,0,1,0,1,2,0,19
48,"Washington, DC",306,10,266,3,222,497,2,3588
48,"West Palm Beach/Palm Beach, FL",74,1,61,0,94,127,0,604
48,"White Plains, NY",30,4,29,0,20,49,0,219
48,"Wichita Falls, TX",0,0,0,0,0,0,0,13
48,"Wichita, KS",28,1,17,0,21,44,0,224
48,"Williston, ND",9,6,10,0,3,17,0,38
48,"Wilmington, NC",5,1,17,0,10,23,0,147
48,"Worcester, MA",2,0,2,0,1,2,0,27
48,"Wrangell, AK",0,1,2,0,2,2,1,12
48,"Yakutat, AK",0,0,0,0,1,1,1,12
48,"Yuma, AZ",2,0,1,0,3,5,0,39
49,"Aberdeen, SD",4,0,1,0,0,4,0,14
49,"Abilene, TX",4,2,3,0,2,5,0,35
49,"Adak Island, AK",0,0,0,0,0,0,0,2
49,"Aguadilla, PR",9,0,6,0,13,15,0,47
49,"Akron, OH",8,0,7,0,13,18,0,67
49,"Albany, GA",9,0,4,0,0,9,0,20
49,"Albany, NY",18,0,18,0,15,32,1,216
49,"Albuquerque, NM",25,3,29,0,29,57,0,442
49,"Alexandria, LA",0,2,3,0,2,4,0,41
49,"Allentown/Bethlehem/Easton, PA",9,0,3,0,3,8,0,70
49,"Alpena, MI",3,0,1,0,0,3,0,12
49,"Amarillo, TX",1,0,3,0,1,4,0,91
49,"Anchorage, AK",23,4,24,0,18,46,2,262
49,"Appleton, WI",38,7,16,0,10,48,1,136
49,"Arcata/Eureka, CA",3,1,0,0,1,5,0,36
49,"Asheville, NC",19,1,20,0,16,31,0,171
49,"Ashland, WV",1,0,3,0,4,4,0,5
49,"Aspen, CO",9,3,4,0,7,19,0,113
49,"Atlanta, GA",666,11,520,1,343,980,3,6552
49,"Atlantic City, NJ",3,0,0,0,1,4,0,41
49,"Augusta, GA",11,4,12,0,5,18,0,72
49,"Austin, TX",153,9,111,1,204,304,2,1555
49,"Bakersfield, CA",3,0,2,0,2,6,0,61
49,"Baltimore, MD",161,0,83,1,145,231,1,1740
49,"Bangor, ME",6,1,5,0,7,12,0,63
49,"Barrow, AK",1,0,1,2,3,3,0,7
49,"Baton Rouge, LA",5,5,8,1,11,14,0,88
49,"Beaumont/Port Arthur, TX",2,1,1,0,0,3,0,14
49,"Belleville, IL",3,1,1,0,1,4,0,13
49,"Bellingham, WA",6,2,3,0,3,9,5,35
49,"Bemidji, MN",3,0,2,0,0,3,2,14
49,"Bend/Redmond, OR",15,11,10,0,12,31,28,114
49,"Bethel, AK",3,0,7,3,4,10,0,14
49,"Billings, MT",3,2,1,0,2,4,0,83
49,"Binghamton, NY",2,0,3,0,2,3,0,7
49,"Birmingham, AL",27,5,21,0,25,50,0,335
49,"Bismarck/Mandan, ND",14,3,6,1,2,19,1,87
49,"Bloomington/Normal, IL",0,1,2,0,1,2,0,33
49,"Boise, ID",59,32,70,0,38,125,12,450
49,"Boston, MA",257,5,313,2,204,497,1,2744
49,"Bozeman, MT",3,1,1,0,4,7,0,136
49,"Brainerd, MN",2,0,2,0,0,2,0,12
49,"Bristol/Johnson City/Kingsport, TN",4,1,6,0,3,9,0,47
49,"Brownsville, TX",3,0,1,0,1,4,0,29
49,"Brunswick, GA",4,0,2,0,0,4,0,21
49,"Buffalo, NY",59,39,103,0,49,133,2,410
49,"Burbank, CA",31,2,33,0,68,91,1,600
49,"Burlington, VT",10,9,38,0,15,47,2,152
49,"Butte, MT",0,0,0,0,0,0,0,14
49,"Casper, WY",2,0,0,0,0,2,0,43
49,"Cedar City, UT",4,1,2,0,0,4,0,12
49,"Cedar Rapids/Iowa City, IA",15,3,16,0,3,24,0,148
49,"Champaign/Urbana, IL",0,0,0,0,1,1,0,20
49,"Charleston, SC",35,0,46,0,43,80,1,446
49,"Charleston/Dunbar, WV",14,1,6,0,7,18,0,69
49,"Charlotte Amalie, VI",2,1,4,0,2,5,0,92
49,"Charlotte, NC",537,2,469,10,417,801,3,4025
49,"Charlottesville, VA",5,0,10,0,7,14,0,65
49,"Chattanooga, TN",25,0,18,1,20,38,0,159
49,"Cheyenne, WY",0,0,0,0,0,0,0,13
49,"Chicago, IL",688,46,497,3,448,1059,10,6352
49,"Christiansted, VI",3,0,2,0,3,4,0,19
49,"Cincinnati, OH",77,18,79,0,60,139,2,728
49,"Clarksburg/Fairmont, WV",0,0,0,0,1,1,1,3
49,"Cleveland, OH",89,18,124,1,70,170,4,729
49,"Cody, WY",2,0,0,0,0,1,0,14
49,"College Station/Bryan, TX",2,1,0,0,1,4,0,21
49,"Colorado Springs, CO",6,0,1,0,10,12,0,234
49,"Columbia, MO",8,0,5,0,4,9,0,33
49,"Columbia, SC",21,1,25,0,13,39,0,144
49,"Columbus, GA",0,0,1,0,2,2,0,20
49,"Columbus, MS",2,0,1,0,2,4,0,14
49,"Columbus, OH",86,2,71,0,55,136,1,826
49,"Concord, NC",3,0,1,0,3,3,0,10
49,"Cordova, AK",0,0,3,0,4,4,0,14
49,"Corpus Christi, TX",6,1,5,0,4,12,0,62
49,"Dallas, TX",122,0,50,2,123,171,0,1356
49,"Dallas/Fort Worth, TX",773,12,406,1,527,1030,3,5744
49,"Dayton, OH",21,0,16,0,14,30,0,140
49,"Daytona Beach, FL",2,0,2,0,3,4,0,50
49,"Deadhorse, AK",0,0,0,0,1,1,0,11
49,"Decatur, IL",2,0,1,0,1,3,0,12
49,"Denver, CO",351,14,178,2,297,561,6,5634
49,"Des Moines, IA",33,2,33,0,22,58,0,301
49,"Detroit, MI",388,52,300,4,134,576,13,2580
49,"Devils Lake, ND",1,0,0,0,1,2,0,13
49,"Dickinson, ND",0,0,0,0,1,1,0,13
49,"Dodge City, KS",1,0,1,0,1,2,0,12
49,"Dothan, AL",0,0,0,0,0,0,0,20
49,"Duluth, MN",10,5,7,0,2,17,0,42
49,"Durango, CO",10,0,6,0,2,11,0,80
49,"Eagle, CO",0,0,1,0,0,1,1,43
49,"El Paso, TX",18,1,14,0,27,41,1,340
49,"Elko, NV",0,0,0,0,0,0,0,7
49,"Elmira/Corning, NY",3,1,2,0,1,5,0,19
49,"Escanaba, MI",4,0,1,0,0,3,1,12
49,"Eugene, OR",20,13,28,3,10,45,5,155
49,"Evansville, IN",7,3,5,0,5,12,0,41
49,"Everett, WA",1,1,2,0,1,2,3,21
49,"Fairbanks, AK",3,1,6,0,3,8,0,46
49,"Fargo, ND",14,16,19,0,11,34,2,132
49,"Fayetteville, AR",40,9,40,1,33,74,0,303
49,"Fayetteville, NC",0,0,1,0,1,1,0,34
49,"Flagstaff, AZ",5,1,2,0,1,7,1,48
49,"Flint, MI",4,1,4,0,1,7,0,42
49,"Fort Dodge, IA",0,0,1,0,2,2,0,12
49,"Fort Lauderdale, FL",175,3,188,1,144,304,4,1733
49,"Fort Myers, FL",55,0,76,0,70,115,1,689
49,"Fort Smith, AR",1,1,2,0,3,3,0,21
49,"Fort Wayne, IN",21,5,9,0,7,28,0,108
49,"Fresno, CA",26,49,46,0,19,96,1,230
49,"Gainesville, FL",3,0,6,0,2,8,0,54
49,"Garden City, KS",3,0,2,0,2,3,0,14
49,"Gillette, WY",2,0,1,0,0,2,0,14
49,"Grand Forks, ND",7,0,1,0,0,7,0,24
49,"Grand Island, NE",3,0,2,0,0,3,0,20
49,"Grand Junction, CO",6,0,2,0,0,6,0,88
49,"Grand Rapids, MI",51,4,62,0,25,86,1,340
49,"Great Falls, MT",5,1,1,0,3,6,0,47
49,"Green Bay, WI",18,5,6,0,2,25,0,69
49,"Greensboro/High Point, NC",20,5,45,0,11,54,0,220
49,"Greer, SC",24,0,26,2,18,45,0,316
49,"Guam, TT",0,0,0,0,0,0,0,14
49,"Gulfport/Biloxi, MS",6,1,7,0,4,12,0,62
49,"Gunnison, CO",1,0,0,0,1,2,0,14
49,"Hagerstown, MD",2,0,0,0,2,3,0,4
49,"Hancock/Houghton, MI",6,2,3,0,0,9,1,14
49,"Harlingen/San Benito, TX",5,0,5,0,6,13,0,88
49,"Harrisburg, PA",12,2,2,0,7,18,0,98
49,"Hartford, CT",29,5,42,0,33,66,0,419
49,"Hattiesburg/Laurel, MS",1,0,0,0,1,1,0,12
49,"Hayden, CO",2,0,1,0,1,3,0,28
49,"Hays, KS",0,0,0,0,0,0,0,12
49,"Helena, MT",3,0,2,0,0,3,0,28
49,"Hibbing, MN",0,1,2,0,0,2,1,12
49,"Hilo, HI",5,0,2,0,6,7,0,128
49,"Hilton Head, SC",1,0,2,0,5,5,0,17
49,"Hobbs, NM",3,0,1,0,0,3,0,14
49,"Honolulu, HI",81,5,20,0,49,110,4,1168
49,"Houston, TX",292,24,231,1,226,486,2,3202
49,"Huntsville, AL",25,4,20,0,18,38,0,157
49,"Idaho Falls, ID",4,1,2,0,2,8,0,71
49,"Indianapolis, IN",82,8,109,0,80,172,1,889
49,"International Falls, MN",1,1,2,0,0,2,2,12
49,"Iron Mountain/Kingsfd, MI",6,1,5,0,0,7,0,14
49,"Islip, NY",10,1,4,0,7,12,0,80
49,"Ithaca/Cortland, NY",1,0,1,0,0,2,0,14
49,"Jackson, WY",2,2,1,0,0,4,0,53
49,"Jackson/Vicksburg, MS",8,5,11,0,11,20,0,132
49,"Jacksonville, FL",52,2,81,0,48,117,4,582
49,"Jacksonville/Camp Lejeune, NC",5,0,3,0,3,5,0,34
49,"Jamestown, ND",0,0,0,0,1,1,0,13
49,"Johnstown, PA",1,0,3,0,3,4,0,14
49,"Joplin, MO",1,0,1,0,0,1,0,12
49,"Juneau, AK",5,7,15,0,8,18,4,77
49,"Kahului, HI",21,7,12,0,17,35,2,503
49,"Kalamazoo, MI",6,2,6,0,0,8,0,20
49,"Kalispell, MT",3,3,7,0,3,12,0,52
49,"Kansas City, MO",53,0,39,0,60,86,0,879
49,"Kearney, NE",0,0,0,0,0,0,0,12
49,"Ketchikan, AK",2,1,2,0,6,9,1,42
49,"Key West, FL",14,2,13,0,18,26,0,169
49,"Killeen, TX",4,1,6,0,3,6,0,38
49,"Knoxville, TN",16,0,20,0,19,38,1,312
49,"Kodiak, AK",1,1,1,0,0,2,1,14
49,"Kona, HI",13,1,8,0,15,26,0,301
49,"Kotzebue, AK",1,0,1,0,2,2,0,7
49,"La Crosse, WI",0,0,1,0,1,1,0,7
49,"Lafayette, LA",2,3,8,0,4,12,0,69
49,"Lake Charles, LA",3,1,4,0,5,9,0,21
49,"Lansing, MI",6,2,3,0,0,8,0,26
49,"Laramie, WY",1,0,0,0,0,1,0,12
49,"Laredo, TX",1,0,7,0,5,9,0,37
49,"Las Vegas, NV",288,16,262,1,221,498,9,3558
49,"Latrobe, PA",0,0,0,0,0,0,0,7
49,"Lawton/Fort Sill, OK",5,3,4,0,0,8,0,21
49,"Lewiston, ID",3,0,1,0,0,3,0,21
49,"Lexington, KY",11,2,8,0,10,21,0,168
49,"Liberal, KS",0,0,0,0,0,0,0,12
49,"Lihue, HI",11,5,5,0,15,19,1,300
49,"Lincoln, NE",0,0,1,0,2,2,0,38
49,"Little Rock, AR",20,6,23,0,21,42,0,236
49,"Long Beach, CA",21,13,12,0,34,58,2,327
49,"Longview, TX",4,0,1,0,0,4,1,14
49,"Los Angeles, CA",274,41,282,4,184,532,11,3664
49,"Louisville, KY",33,3,36,0,26,60,2,426
49,"Lubbock, TX",13,0,9,0,8,23,0,128
49,"Madison, WI",22,1,20,0,16,39,1,218
49,"Manchester, NH",3,0,8,0,9,14,0,106
49,"Manhattan/Ft. Riley, KS",0,0,1,0,0,1,0,21
49,"Marquette, MI",4,3,2,0,0,6,0,14
49,"Mason City, IA",1,0,0,0,1,2,0,12
49,"Medford, OR",13,9,14,0,10,31,12,89
49,"Melbourne, FL",3,0,3,0,2,5,1,54
49,"Memphis, TN",27,3,34,1,18,54,1,406
49,"Meridian, MS",3,0,3,0,0,3,0,12
49,"Miami, FL",268,3,243,1,241,436,5,2190
49,"Midland/Odessa, TX",10,3,11,0,9,22,0,191
49,"Milwaukee, WI",44,7,28,0,34,74,1,513
49,"Minneapolis, MN",305,62,264,2,91,465,7,2387
49,"Minot, ND",9,3,1,0,1,12,0,46
49,"Mission/McAllen/Edinburg, TX",6,1,1,0,4,12,0,101
49,"Missoula, MT",8,5,13,0,4,19,2,65
49,"Mobile, AL",4,0,4,0,3,6,0,50
49,"Moline, IL",6,1,4,0,7,11,0,78
49,"Monroe, LA",1,0,2,0,1,4,0,41
49,"Monterey, CA",10,1,8,0,5,16,0,93
49,"Montgomery, AL",8,1,6,0,7,15,0,61
49,"Montrose/Delta, CO",0,0,3,0,3,4,0,34
49,"Mosinee, WI",3,0,1,0,3,4,0,14
49,"Myrtle Beach, SC",7,0,20,1,13,30,0,195
49,"Nashville, TN",166,25,188,0,180,308,3,1803
49,"New Orleans, LA",66,4,67,2,84,130,1,950
49,"New York, NY",625,22,512,4,665,1073,3,5655
49,"Newark, NJ",325,8,257,3,309,520,30,2516
49,"Newburgh/Poughkeepsie, NY",0,0,0,0,0,0,0,10
49,"Niagara Falls, NY",1,0,1,0,0,1,0,5
49,"Nome, AK",0,0,0,0,0,0,0,7
49,"Norfolk, VA",29,1,48,0,25,72,0,403
49,"North Bend/Coos Bay, OR",0,0,0,0,0,0,0,4
49,"North Platte, NE",1,0,0,0,0,1,0,12
49,"Oakland, CA",57,1,41,0,54,101,5,690
49,"Oklahoma City, OK",34,1,26,2,26,56,0,418
49,"Omaha, NE",28,4,18,0,21,51,1,441
49,"Ontario, CA",29,4,17,0,28,53,0,466
49,"Orlando, FL",259,2,260,10,208,421,3,2927
49,"Pago Pago, TT",0,0,0,0,0,0,0,2
49,"Palm Springs, CA",23,1,21,0,16,39,0,293
49,"Panama City, FL",12,2,19,0,6,25,0,102
49,"Pasco/Kennewick/Richland, WA",15,9,11,0,1,28,0,122
49,"Pellston, MI",1,0,1,0,0,1,3,12
49,"Pensacola, FL",20,1,20,1,21,32,0,220
49,"Peoria, IL",9,3,10,0,7,15,0,82
49,"Petersburg, AK",0,0,1,0,3,3,0,14
49,"Philadelphia, PA",164,3,94,0,138,245,0,1684
49,"Phoenix, AZ",363,21,226,5,328,592,8,3964
49,"Pittsburgh, PA",79,11,149,0,61,192,4,780
49,"Plattsburgh, NY",1,0,2,0,1,3,0,10
49,"Pocatello, ID",0,0,0,0,0,0,0,13
49,"Ponce, PR",0,0,0,0,0,0,0,10
49,"Portland, ME",19,1,19,0,13,32,2,180
49,"Portland, OR",107,23,125,2,77,204,3,1108
49,"Portsmouth, NH",1,0,0,0,1,2,0,9
49,"Prescott, AZ",1,0,0,0,0,1,0,14
49,"Presque Isle/Houlton, ME",1,0,4,1,0,2,0,7
49,"Providence, RI",20,3,25,0,17,41,0,302
49,"Provo, UT",11,0,5,0,3,16,0,57
49,"Punta Gorda, FL",16,1,15,0,9,21,0,117
49,"Raleigh/Durham, NC",106,2,141,0,93,224,1,1143
49,"Rapid City, SD",5,0,4,0,3,12,0,103
49,"Redding, CA",1,0,0,0,1,2,0,32
49,"Reno, NV",31,6,34,0,24,68,0,385
49,"Rhinelander, WI",4,0,2,0,0,4,1,14
49,"Richmond, VA",31,2,40,0,21,60,0,351
49,"Riverton/Lander, WY",0,0,0,0,0,0,0,14
49,"Roanoke, VA",9,0,6,0,10,15,0,66
49,"Rochester, MN",4,3,2,0,0,7,0,23
49,"Rochester, NY",20,7,41,0,28,51,0,217
49,"Rock Springs, WY",0,0,0,0,0,0,0,14
49,"Rockford, IL",1,0,0,0,1,1,0,13
49,"Roswell, NM",2,1,2,0,1,4,0,21
49,"Sacramento, CA",89,15,81,2,80,171,4,1013
49,"Saginaw/Bay City/Midland, MI",5,3,5,0,3,11,2,48
49,"Saipan, TT",0,0,0,0,0,0,0,7
49,"Salina, KS",2,0,1,0,1,3,0,14
49,"Salt Lake City, UT",243,55,229,0,104,408,6,2084
49,"San Angelo, TX",0,2,2,0,1,4,0,21
49,"San Antonio, TX",62,1,37,0,71,107,0,775
49,"San Diego, CA",138,35,275,3,244,438,13,1783
49,"San Francisco, CA",203,31,201,0,138,396,15,2650
49,"San Jose, CA",56,7,63,0,68,134,1,925
49,"San Juan, PR",90,1,83,0,80,132,3,704
49,"San Luis Obispo, CA",10,6,15,0,14,29,11,118
49,"Sanford, FL",40,4,34,0,33,51,1,154
49,"Santa Ana, CA",52,2,48,1,71,109,5,801
49,"Santa Barbara, CA",13,3,10,0,11,26,1,142
49,"Santa Fe, NM",9,0,4,0,1,10,0,68
49,"Santa Maria, CA",0,0,0,0,0,0,0,3
49,"Santa Rosa, CA",3,5,12,0,16,23,1,88
49,"Sarasota/Bradenton, FL",14,0,27,0,24,41,1,309
49,"Sault Ste. Marie, MI",5,1,4,0,0,6,0,14
49,"Savannah, GA",50,2,59,0,39,82,1,353
